SVEN  -  ERIC LIEDMAN  ,  professor idéhistoria, Göteborg, samtalsledare ;THOMAS//PM|NOM//ROOT//0 ÖSTROS//PM|NOM//nsubj//0  //_SP////1 ,//MID//punct//5  //_SP////3 utbildningsminister//NN|UTR|PLU|IND|NOM//conj//1
Orden för kunskap;Sven-Eric//PM|NOM//nsubj//2 Liedman//PM|NOM//flat//0 säger//VB|PRS|AKT//ROOT//2 att//SN//mark//23 det//PN|NEU|SIN|DEF|SUB/OBJ//det//5 ﬁnns//VB|PRS|SFO//dislocated//23 insikter//NN|UTR|PLU|IND|NOM//nsubj//5 som//HP|-|-|-//nsubj//10 kan//VB|PRS|AKT//aux//10 vara//VB|INF|AKT//cop//10 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//6 för//PP//case//12 stunden//NN|UTR|SIN|DEF|NOM//obl//10 men//KN//cc//15 som//HP|-|-|-//nsubj//15 saknar//VB|PRS|AKT//conj//10 all//DT|UTR|SIN|IND/DEF//det//17 varaktighet//NN|UTR|SIN|IND|NOM//obj//15 .//MID//punct//5
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//23 är//VB|PRS|AKT//cop//23 inte//AB//advmod//23 bara//AB//advmod//23 meningslöst//JJ|POS|NEU|SIN|IND|NOM//ccomp//2 utan//KN//case//25 dumt//JJ|POS|NEU|SIN|IND|NOM//conj//23 att//IE//mark//27 pränta//VB|INF|AKT//acl//25 in//PL//compound:prt//27 väderleksrapporter//NN|UTR|PLU|IND|NOM//obj//27 eller//KN//cc//31 börsnoteringar//NN|UTR|PLU|IND|NOM//conj//29 i//PP//case//33 minnet//NN|NEU|SIN|DEF|NOM//nmod//31 .//MAD//punct//2
Orden för kunskap;Men//KN//cc//37 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//37 rubbar//VB|PRS|AKT//conj//2 inte//AB//advmod//37 det//DT|NEU|SIN|DEF//det//40 faktum//NN|NEU|SIN|DEF|NOM//obj//37 att//SN//mark//44 varje//DT|UTR/NEU|SIN|IND//det//43 läroprocess//NN|UTR|SIN|IND|NOM//nsubj//44 innebär//VB|PRS|AKT//acl//40 en//DT|UTR|SIN|IND//det//46 integration//NN|UTR|SIN|IND|NOM//obj//44 av//PP//case//49 något//DT|NEU|SIN|IND//det//49 nytt//JJ|POS|NEU|SIN|IND|NOM//nmod//46 i//PP//case//51 något//DT|NEU|SIN|IND//det//53 redan//AB//advmod//53 givet//PC|PRF|NEU|SIN|IND|NOM//obl//44 .//MAD//punct//37
Orden för kunskap;Det//DT|NEU|SIN|DEF//det//56 givna//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//57 framstår//VB|PRS|AKT//parataxis//37 ofta//AB|POS//advmod//57 som//KN//case//61 en//DT|UTR|SIN|IND//det//61 rutin//NN|UTR|SIN|IND|NOM//obl//57 som//HP|-|-|-//nsubj//64 inte//AB//advmod//64 kräver//VB|PRS|AKT//acl:relcl//61 någon//DT|UTR|SIN|IND//det//66 eftertanke//NN|UTR|SIN|IND|NOM//obj//64 .//MAD//punct//37
Orden för kunskap;I//PP//case//70 varje//DT|UTR/NEU|SIN|IND//det//70 yrke//NN|NEU|SIN|IND|NOM//obl//37 ,//MID//punct//70 i//PP//case//74 varje//DT|UTR/NEU|SIN|IND//det//74 verksamhet//NN|UTR|SIN|IND|NOM//conj//70 ,//MID//punct//37 lär//VB|PRS|AKT//parataxis//37 man//PN|UTR|SIN|IND|SUB//nsubj//76 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//76 efter//PP//advmod//76 hand//NN|UTR|SIN|IND|NOM//fixed//79 att//IE//mark//82 utföra//VB|INF|AKT//xcomp//76 mängder//NN|UTR|PLU|IND|NOM//obj//82 av//PP//case//85 åtgärder//NN|UTR|PLU|IND|NOM//nmod//83 ,//MID//punct//87 beräkningar//NN|UTR|PLU|IND|NOM//conj//85 och//KN//cc//89 slutsatser//NN|UTR|PLU|IND|NOM//conj//85 utan//PP//case//91 betänketid//NN|UTR|SIN|IND|NOM//obl//82 .//MAD//punct//37
Orden för kunskap;Och//KN//cc//95 ju//KN//advmod//95 erfarnare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//37 och//KN//cc//97 skickligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//95 ,//MID//punct//95 desto//AB//advmod//100 snabbare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//101 kommer//VB|PRS|AKT//dep//37 lösningen//NN|UTR|SIN|DEF|NOM//nsubj//101 på//PP//case//107 de//DT|UTR/NEU|PLU|DEF//det//107 ﬂesta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//107 uppdykande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//107 problem//NN|NEU|PLU|IND|NOM//nmod//102 .//MAD//punct//37
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//5 är//VB|PRS|AKT//cop//5 först//AB//advmod//5 inför//PP//case//5 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 uppgifter//NN|UTR|PLU|IND|NOM//ROOT//5 ,//MID//punct//5 där//HA//advmod//10 uppmärksamheten//NN|UTR|SIN|DEF|NOM//nsubj//10 måste//VB|PRS|AKT//aux//10 vara//VB|INF|AKT//acl:relcl//5 på//PP//case//12 helspänn//NN|-|-|-|-//obl//10 ,//MID//punct//17 som//KN//case//17 den//DT|UTR|SIN|DEF//det//17 kritiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 granskningen//NN|UTR|SIN|DEF|NOM//appos//5 och//KN//cc//19 sållningen//NN|UTR|SIN|DEF|NOM//conj//17 måste//VB|PRS|AKT//punct//5 till//PL//compound:prt//20 .//MAD//punct//5
Orden för kunskap;Man//PN|UTR|SIN|IND|SUB//nsubj//24 förutsätter//VB|PRS|AKT//parataxis//5 att//SN//mark//31 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//31 som//HP|-|-|-//nsubj//28 blivit//VB|SUP|AKT//acl:relcl//26 rutin//NN|UTR|SIN|IND|NOM//obj//28 är//VB|PRS|AKT//cop//31 riktigt//JJ|POS|NEU|SIN|IND|NOM//discourse//37 (//PAD//punct//31 de//DT|UTR/NEU|PLU|DEF//det//36 verkligt//AB|POS//advmod//35 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 omvälvningarna//NN|UTR|PLU|DEF|NOM//nsubj//37 kommer//VB|PRS|AKT//ccomp//24 när//HA//mark//43 t//NN|NEU|SIN|IND|NOM//nsubj:pass//43 o//PM|NOM//fixed//39 m//PM|NOM//conj//39 rutiner//NN|UTR|PLU|IND|NOM//conj//39 ifrågasätts//VB|PRS|SFO//advcl//37 )//PAD//punct//24 medan//SN//mark//50 det//DT|NEU|SIN|DEF//det//47 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//50 eller//KN//cc//49 speciﬁka//NN|UTR|SIN|IND|NOM//conj//47 engagerar//VB|PRS|AKT//advcl//24 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 förmågan//NN|UTR|SIN|DEF|NOM//obj//50 att//IE//mark//54 skilja//VB|INF|AKT//acl//52 det//DT|NEU|SIN|DEF//det//56 rimliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//54 från//PP//case//59 det//DT|NEU|SIN|DEF//det//59 orimliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//obl//54 .//MAD//punct//24
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//66 är//VB|PRS|AKT//cop//66 i//PP//case//65 det//DT|NEU|SIN|DEF//det//65 avseendet//NN|NEU|SIN|DEF|NOM//nmod//66 datorn//NN|UTR|SIN|DEF|NOM//conj//5 och//KN//cc//71 med//PP//case//69 den//DT|UTR|SIN|DEF//det//71 också//AB//advmod//71 Internet//NN|NEU|SIN|DEF|NOM//nsubj//72 har//VB|PRS|AKT//acl:cleft//5 sin//PS|UTR|SIN|DEF//nmod:poss//74 svaghet//NN|UTR|SIN|IND|NOM//obj//72 ://MID//punct//5
Orden för kunskap;det//PN|NEU|SIN|DEF|SUB/OBJ//expl//77 saknas//VB|PRS|SFO//parataxis//5 kritisk//JJ|POS|UTR|SIN|IND|NOM//amod//79 instans//NN|UTR|SIN|IND|NOM//nsubj:pass//77 .//MAD//punct//77
Orden för kunskap;Lars//PM|NOM//nmod//2 Å//PM|NOM//flat:name//0 Hanson//PM|NOM//nsubj//3 säger//VB|PRS|AKT//ROOT//3 att//SN//mark//23 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//6 ﬁnns//VB|PRS|SFO//dislocated//23 något//DT|NEU|SIN|IND//det//9 väldigt//AB|POS//amod//9 basalt//JJ|POS|NEU|SIN|IND|NOM//nsubj//6 när//HA//case//13 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//10 gäller//VB|PRS|AKT//fixed//10 kunskap//NN|UTR|SIN|IND|NOM//obl//6 som//HP|-|-|-//obj//16 han//PN|UTR|SIN|DEF|SUB//nsubj//16 lever//VB|PRS|AKT//acl:relcl//13 med//PP//compound:prt//16 som//KN//case//19 forskare//NN|UTR|SIN|IND|NOM//obl//16 .//MAD//punct//6 –//PAD//punct//6
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//23 är//VB|PRS|AKT//ccomp//3 att//SN//mark//29 kunskap//NN|UTR|SIN|IND|NOM//nsubj//29 inte//AB//advmod//29 alltid//AB//advmod//29 är//VB|PRS|AKT//cop//29 säker//JJ|POS|UTR|SIN|IND|NOM//ccomp//23 eller//KN//cc//31 aldrig//AB//advmod//34 kan//VB|PRS|AKT//aux//34 vara//VB|INF|AKT//cop//34 säker//JJ|POS|UTR|SIN|IND|NOM//conj//29 .//MID//punct//3
Orden för kunskap;Karl//PM|NOM//nsubj//38 Popper//PM|NOM//flat//36 sa//VB|PRT|AKT//parataxis//3 ”//PAD//punct//43 man//PN|UTR|SIN|IND|SUB//nsubj//43 kan//VB|PRS|AKT//aux//43 aldrig//AB//advmod//43 bevisa//VB|INF|AKT//ccomp//38 en//DT|UTR|SIN|IND//det//45 hypotes//NN|UTR|SIN|IND|NOM//obj//43 ,//MID//punct//43 men//KN//cc//50 man//PN|UTR|SIN|IND|SUB//nsubj//50 kan//VB|PRS|AKT//aux//50 motbevisa//VB|INF|AKT//conj//38 den//DT|UTR|SIN|DEF//obj//50 ”//PAD//punct//50 .//MAD//punct//56
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//56 här//AB//advmod//56 gör//VB|PRS|AKT//conj//38 att//SN//mark//64 vår//PS|UTR|SIN|DEF//nmod:poss//60 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//60 uppgift//NN|UTR|SIN|IND|NOM//nsubj//64 faktiskt//AB|POS//advmod//64 är//VB|PRS|AKT//cop//64 att//IE//mark//64 ifrågasätta//VB|INF|AKT//ccomp//56 kunskapen//NN|UTR|SIN|DEF|NOM//obj//64 .//MAD//punct//38
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 är//VB|PRS|AKT//cop//71 därför//AB//advmod//71 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 heter//VB|PRS|AKT//conj//38 research//NN|UTR|SIN|IND|NOM//xcomp//71 ,//MID//punct//72 ”//PM|NOM//punct//75 research//NN|UTR|SIN|IND|NOM//appos//71 ”//RG|NOM//punct//71 .//MAD//punct//79
Orden för kunskap;Vi//PN|UTR|PLU|DEF|SUB//nsubj//79 letar//VB|PRS|AKT//conj//38 ständigt//AB|POS//advmod//79 efter//PP//case//82 svaren//NN|NEU|PLU|DEF|NOM//obl//79 på//PP//case//85 samma//DT|UTR/NEU|SIN/PLU|IND//det//85 frågor//NN|UTR|PLU|IND|NOM//obl//79 ,//MID//punct//89 men//KN//cc//89 vi//PN|UTR|PLU|DEF|SUB//nsubj//89 byter//VB|PRS|AKT//conj//38 teknik//NN|UTR|SIN|IND|NOM//obj//89 ,//MID//punct//93 vi//PN|UTR|PLU|DEF|SUB//nsubj//93 blir//VB|PRS|AKT//conj//38 mer//AB|KOM//advmod//95 avancerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//93 i//PP//case//98 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//98 möjligheter//NN|UTR|PLU|IND|NOM//obl//93 att//IE//mark//100 attackera//VB|INF|AKT//acl//98 problemen//NN|NEU|PLU|DEF|NOM//obj//100 .//MAD//punct//38
Orden för kunskap;Därmed//AB//advmod//104 förskjuts//VB|PRS|SFO//conj//38 vår//PS|UTR|SIN|DEF//nmod:poss//106 kunskap//NN|UTR|SIN|IND|NOM//nsubj:pass//104 .//MAD//punct//38
Orden för kunskap;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//109 kompletteras//VB|PRS|SFO//parataxis//38 och//KN//cc//114 vi//PN|UTR|PLU|DEF|SUB//nsubj//114 måste//VB|PRS|AKT//aux//114 ofta//AB|POS//advmod//114 omvärdera//VB|INF|AKT//conj//109 vad//HP|NEU|SIN|IND//obj//120 den//DT|UTR|SIN|DEF//det//118 gamla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//118 kunskapen//NN|UTR|SIN|DEF|NOM//nsubj//120 faktiskt//AB|POS//advmod//120 står//VB|PRS|AKT//ccomp//114 för//PP//compound:prt//120 .//MAD//punct//109
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//126 här//AB//fixed//123 kan//VB|PRS|AKT//aux//126 ge//VB|INF|AKT//parataxis//109 en//DT|UTR|SIN|IND//det//129 förvirrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//129 bild//NN|UTR|SIN|IND|NOM//obj//126 .//MAD//punct//109
Orden för kunskap;Man//PN|UTR|SIN|IND|SUB//nsubj//135 kan//VB|PRS|AKT//aux//135 till//PP//advmod//135 exempel//NN|NEU|SIN|IND|NOM//fixed//133 bestämma//VB|INF|AKT//conj//38 att//SN//mark//138 man//PN|UTR|SIN|IND|SUB//nsubj//138 har//VB|PRS|AKT//ccomp//135 vetenskapligt//JJ|POS|NEU|SIN|IND|NOM//amod//140 underlag//NN|NEU|SIN|IND|NOM//obj//138 för//PP//mark//143 att//IE//mark//143 utföra//VB|INF|AKT//advcl//138 mammograﬁ//NN|UTR|PLU|IND|NOM//obj//143 för//PP//mark//148 att//IE//mark//148 tidigt//AB|POS//advmod//148 hitta//VB|INF|AKT//advcl//143 bröstcancer//NN|UTR|SIN|IND|NOM//obj//148 ,//MID//punct//153 men//KN//cc//153 så//AB//advmod//153 säger//VB|PRS|AKT//conj//38 plötsligt//AB|POS//advmod//153 en//DT|UTR|SIN|IND//det//156 grupp//NN|UTR|SIN|IND|NOM//nsubj//153 ”//PAD//punct//162 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//162 där//AB//fixed//158 är//VB|PRS|AKT//cop//162 ju//AB//advmod//162 fel//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//appos//38 ”//PM|NOM//punct//38 och//KN//cc//166 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//166 leder//VB|PRS|AKT//conj//38 till//PP//mark//172 att//SN//mark//172 allmänheten//NN|UTR|SIN|DEF|NOM//nsubj//172 och//KN//cc//171 politiker//NN|UTR|PLU|IND|NOM//conj//169 undrar//VB|PRS|AKT//advcl//166 vad//HP|NEU|SIN|IND//obj//176 forskarna//NN|UTR|PLU|DEF|NOM//nsubj//176 egentligen//AB//advmod//176 sysslar//VB|PRS|AKT//ccomp//172 med//PP//case//176 .//MAD//punct//38 –//RG|NOM//punct//182
Orden för kunskap;I//PP//case//182 mitt//PS|NEU|SIN|DEF//nmod:poss//182 yrke//NN|NEU|SIN|IND|NOM//obl//38 ,//MID//punct//38 säger//VB|PRS|AKT//parataxis//38 Karin//PM|NOM//nsubj//184 Grävare//PM|NOM//flat//185 Silbernagel//PM|NOM//flat:name//185 ,//MID//punct//189 förs//VB|PRS|SFO//conj//38 en//DT|UTR|SIN|IND//det//191 diskussion//NN|UTR|SIN|IND|NOM//nsubj:pass//189 om//PP//mark//196 hur//HA//advmod//196 man//PN|UTR|SIN|IND|SUB//nsubj//196 ska//VB|PRS|AKT//aux//196 hantera//VB|INF|AKT//acl//191 den//DT|UTR|SIN|DEF//det//199 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//199 forskningen//NN|UTR|SIN|DEF|NOM//obj//196 .//MAD//punct//38
Orden för kunskap;Man//PN|UTR|SIN|IND|SUB//nsubj//202 läser//VB|PRS|AKT//conj//38 om//PP//compound:prt//202 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//202 och//KN//cc//206 tar//VB|PRS|AKT//conj//202 allting//PN|NEU|SIN|IND|SUB/OBJ//obj//206 nytt//JJ|POS|NEU|SIN|IND|NOM//advmod//206 till//PP//case//210 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//206 ,//MID//punct//202 tror//VB|PRS|AKT//conj//38 att//SN//mark//216 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//216 är//VB|PRS|AKT//cop//216 det//PN|NEU|SIN|DEF|SUB/OBJ//ccomp//212 som//HP|-|-|-//nsubj//219 är//VB|PRS|AKT//cop//219 sanningen//NN|UTR|SIN|DEF|NOM//acl:cleft//216 och//KN//cc//225 är//VB|PRS|AKT//cop//225 kanske//AB//advmod//225 inte//AB//advmod//225 så//AB//advmod//225 kritisk//JJ|POS|UTR|SIN|IND|NOM//conj//219 .//MAD//punct//38 –//PAD//punct//229
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//229 ﬁnns//VB|PRS|SFO//obj//236 en//DT|UTR|SIN|IND//det//232 otäck//JJ|POS|UTR|SIN|IND|NOM//amod//232 baksida//NN|UTR|SIN|IND|NOM//nsubj//229 till//PP//case//234 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//232 ,//MID//punct//229 menar//VB|PRS|AKT//parataxis//38 Lars//PM|NOM//nsubj//236 Å//PM|NOM//flat//237 Hanson//PM|NOM//flat//237 .//MAD//punct//38
Orden för kunskap;Läkemedelsindustrin//NN|UTR|SIN|DEF|NOM//nsubj//243 kan//VB|PRS|AKT//aux//243 producera//VB|INF|AKT//conj//38 oändliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//245 mängder//NN|UTR|PLU|IND|NOM//amod//246 information//NN|UTR|SIN|IND|NOM//obj//243 som//HP|-|-|-//nsubj:pass//249 sedan//AB//advmod//249 skickas//VB|PRS|SFO//acl:relcl//246 ut//PL//compound:prt//249 som//KN//case//252 kunskap//NN|UTR|SIN|IND|NOM//obl//249 till//PP//case//254 länder//NN|NEU|PLU|IND|NOM//obl//249 där//HA//advmod//259 man//PN|UTR|SIN|IND|SUB//nsubj//259 inte//AB//advmod//259 kan//VB|PRS|AKT//aux//259 värdera//VB|INF|AKT//acl:relcl//254 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//259 och//KN//cc//266 där//HA//advmod//266 man//PN|UTR|SIN|IND|SUB//nsubj//266 alltså//AB//advmod//266 kan//VB|PRS|AKT//aux//266 komma//VB|INF|AKT//conj//259 väldigt//AB|POS//advmod//268 snett//AB|POS//obj//266 .//MAD//punct//38
Orden för kunskap;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//31 som//HP|-|-|-//nsubj//2 basunerar//VB|PRS|AKT//acl:relcl//0 ut//PL//compound:prt//2 teserna//NN|UTR|PLU|DEF|NOM//obj//2 om//PP//mark//9 den//DT|UTR|SIN|DEF//det//8 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 kunskapen//NN|UTR|SIN|DEF|NOM//nsubj//9 tar//VB|PRS|AKT//advcl//2 inte//AB//advmod//9 hänsyn//NN|UTR|SIN|IND|NOM//obj//9 till//PP//case//13 förhållandet//NN|NEU|SIN|DEF|NOM//obl//9 att//SN//mark//20 varje//DT|UTR/NEU|SIN|IND//det//18 ny//JJ|POS|UTR|SIN|IND|NOM//amod//18 kvaliﬁcerad//PC|PRF|UTR|SIN|IND|NOM//amod//18 kunskap//NN|UTR|SIN|IND|NOM//nsubj//20 måste//VB|PRS|AKT//aux//20 ha//VB|INF|AKT//acl//13 en//DT|UTR|SIN|IND//det//22 bakgrund//NN|UTR|SIN|IND|NOM//obj//20 i//PP//case//26 ett//DT|NEU|SIN|IND//det//26 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 rutinkunnande//NN|NEU|SIN|IND|NOM//obl//20 .//MAD//punct//0
Orden för kunskap;Men//KN//cc//31 Sven-Eric//PM|NOM//nsubj//31 Liedman//PM|NOM//flat//29 poängterar//VB|PRS|AKT//ROOT//31 att//SN//mark//35 rutinen//NN|UTR|SIN|DEF|NOM//nsubj:pass//35 måste//VB|PRS|AKT//aux//35 hållas//VB|INF|SFO//ccomp//31 vid//PP//case//37 liv//NN|NEU|SIN|IND|NOM//obl//35 genom//PP//case//40 ständig//JJ|POS|UTR|SIN|IND|NOM//amod//40 träning//NN|UTR|SIN|IND|NOM//obl//35 .//MAD//punct//31 –//RG|NOM//punct//45
Orden för kunskap;Vid//PP//case//45 ett//DT|NEU|SIN|IND//det//45 seminarium//NN|NEU|SIN|IND|NOM//obl//31 om//PP//case//47 matematik//NN|UTR|SIN|IND|NOM//nmod//45 och//KN//cc//49 pedagogik//NN|UTR|SIN|IND|NOM//conj//47 ,//MID//punct//45 som//HP|-|-|-//dislocated//53 jag//PN|UTR|SIN|DEF|SUB//nsubj//53 råkade//VB|PRT|AKT//acl:relcl//45 övervara//VB|INF|AKT//xcomp//53 ,//MID//punct//56 enades//VB|PRT|SFO//conj//31 de//DT|UTR/NEU|PLU|DEF//det//59 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 matematikerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//56 om//PP//mark//66 att//SN//mark//66 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//66 som//HP|-|-|-//nsubj//64 utmärker//VB|PRS|AKT//acl:relcl//62 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//64 är//VB|PRS|AKT//advcl//56 att//SN//mark//70 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//70 oavlåtligt//AB|POS//advmod//70 håller//VB|PRS|AKT//ccomp//66 på//PL//compound:prt//70 med//PP//mark//74 att//IE//mark//74 lösa//VB|INF|AKT//advcl//70 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 typer//NN|UTR|PLU|IND|NOM//obj//74 av//PP//case//78 uppgifter//NN|UTR|PLU|IND|NOM//nmod//76 .//MAD//punct//31
Orden för kunskap;Denna//DT|UTR|SIN|DEF//det//82 ständiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//82 träning//NN|UTR|SIN|IND|NOM//nsubj//90 med//PP//case//84 papper//NN|NEU|SIN|IND|NOM//nmod//82 och//KN//cc//86 penna//NN|UTR|SIN|IND|NOM//conj//84 är//VB|PRS|AKT//cop//90 den//DT|UTR|SIN|DEF//det//90 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//90 möjligheten//NN|UTR|SIN|DEF|NOM//parataxis//31 för//PP//case//92 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//90 att//IE//mark//94 hålla//VB|INF|AKT//acl//90 kunskapsmassan//NN|UTR|SIN|DEF|NOM//obj//94 vid//PP//case//97 liv//NN|NEU|SIN|IND|NOM//obl//94 .//MAD//punct//31
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 säkert//AB|POS//advmod//3 sant//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 att//SN//mark//10 man//PN|UTR|SIN|IND|SUB//nsubj//10 inom//PP//case//8 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 kunskapsområden//NN|NEU|PLU|IND|NOM//obl//10 kan//VB|PRS|AKT//aux//10 nå//VB|INF|AKT//csubj//3 topparna//NN|UTR|PLU|DEF|NOM//obj//10 snabbare//AB|KOM//advmod//10 än//KN//compound:prt//10 inom//PP//case//15 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//10 .//MID//punct//3
Orden för kunskap;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//19 här//AB//fixed//17 skillnader//NN|UTR|PLU|IND|NOM//nsubj//22 borde//VB|PRT|AKT//aux//22 också//AB//advmod//22 påverka//VB|INF|AKT//parataxis//3 den//DT|UTR|SIN|DEF//det//25 rimliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 studietiden//NN|UTR|SIN|DEF|NOM//obj//22 ,//MID//punct//22 vilket//HP|NEU|SIN|IND//nsubj:pass//30 ofta//AB|POS//advmod//30 inte//AB//advmod//30 görs//VB|PRS|SFO//appos//22 av//PP//case//33 byråkratiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 skäl//NN|NEU|PLU|IND|NOM//obl:agent//30 .//MAD//punct//3
Orden för kunskap;När//HA//mark//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 däremot//AB//advmod//3 gäller//VB|PRS|AKT//advcl//6 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 yrkesverksamheten//NN|UTR|SIN|DEF|NOM//obj//3 krävs//VB|PRS|SFO//ROOT//6 på//PP//case//9 alla//DT|UTR/NEU|PLU|IND/DEF//det//9 områden//NN|NEU|PLU|IND|NOM//obl//6 en//DT|UTR|SIN|IND//det//13 ständigt//AB|POS//advmod//12 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 övning//NN|UTR|SIN|IND|NOM//nsubj//23 ,//MID//punct//15 repetition//NN|UTR|SIN|IND|NOM//conj//13 och//KN//cc//17 aktualisering//NN|UTR|SIN|IND|NOM//conj//13 av//PP//case//20 det//PN|NEU|SIN|DEF|SUB/OBJ//det//20 man//PN|UTR|SIN|IND|SUB//nmod//17 en//DT|UTR|SIN|IND//det//22 gång//NN|UTR|SIN|IND|NOM//obl//23 lärt//VB|SUP|AKT//conj//6 .//MAD//punct//6
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//26 ﬁnns//VB|PRS|SFO//parataxis//6 pianister//NN|UTR|PLU|IND|NOM//nsubj//26 som//HP|-|-|-//nsubj//29 når//VB|PRS|AKT//acl:relcl//27 mästerskap//NN|NEU|SIN|IND|NOM//obj//29 tidigt//AB|POS//advmod//29 ,//MID//punct//26 men//KN//cc//42 för//PP//mark//36 att//IE//mark//36 bevara//VB|INF|AKT//advcl//42 sin//PS|UTR|SIN|DEF//nmod:poss//38 skicklighet//NN|UTR|SIN|IND|NOM//obj//36 måste//VB|PRS|AKT//aux//42 även//AB//advmod//42 underbarnet//NN|NEU|SIN|DEF|NOM//nsubj//42 öva//VB|INF|AKT//conj//26 i//PP//case//45 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 timmar//NN|UTR|PLU|IND|NOM//obl//42 varje//DT|UTR/NEU|SIN|IND//det//47 dag//NN|UTR|SIN|IND|NOM//obl//42 .//MAD//punct//6

