Skatteförfarandet;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Skatteförfarandeutredningen//PM|NOM//nmod//0
1.8 Förslaget till lag om ändring i lagen (1990:676) om skatt på ränta på skogkontomedel m.m.;Om//SN//mark//2 ränta//NN|UTR|SIN|IND|NOM//nsubj//2 gottskrivits//VB|SUP|SFO//advcl//9 före//PP//case//6 eller//KN//cc//5 efter//PP//conj//3 utgången//NN|UTR|SIN|DEF|NOM//obl//2 av//PP//case//8 2010//RG|NOM//nmod//6 spelar//VB|PRS|AKT//ROOT//9 alltså//AB//advmod//9 ingen//DT|UTR|SIN|IND//det//12 roll//NN|UTR|SIN|IND|NOM//nsubj//9 utan//PP//case//14 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//12 för//PP//mark//18 om//SN//mark//18 den//DT|UTR|SIN|DEF//nsubj//18 upphävda//PC|PRF|UTR/NEU|SIN|DEF|NOM//advcl//9 ersättningslagen//NN|UTR|SIN|DEF|NOM//obj//18 eller//KN//cc//23 de//DT|UTR/NEU|PLU|DEF//det//23 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 bestämmelserna//NN|UTR|PLU|DEF|NOM//conj//19 i//PP//case//28 4//RG|NOM//nummod//26 §//NN|AN//nmod//28 andra//RO|NOM//amod//28 stycket//NN|NEU|SIN|DEF|NOM//nmod//23 ska//VB|PRS|AKT//aux//30 tillämpas//VB|INF|SFO//conj//9 är//VB|PRS|AKT//cop//9 när//HA//mark//36 ärendet//NN|NEU|SIN|DEF|NOM//nsubj:pass//36 eller//KN//cc//35 målet//NN|NEU|SIN|DEF|NOM//conj//33 inleddes//VB|PRT|SFO//advcl//9 .//MAD//punct//9
1.8 Förslaget till lag om ändring i lagen (1990:676) om skatt på ränta på skogkontomedel m.m.;Se//VB|IMP|AKT//parataxis//9 vidare//AB|KOM//compound:prt//38 kommentaren//NN|UTR|SIN|DEF|NOM//obj//38 till//PP//case//43 punkten//NN|UTR|SIN|DEF|NOM//nmod//43 15//RG|NOM//obl//38 i//PP//case//46 skatteförfarandelagens//NN|UTR|SIN|DEF|GEN//nmod:poss//46 ikraftträdande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//43 och//KN//cc//48 övergångsbestämmelser//NN|UTR|PLU|IND|NOM//conj//46 .//MAD//punct//9

1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Särskild//PC|PRF|UTR|SIN|IND|NOM//amod//1 inkomstskatt//NN|UTR|SIN|IND|NOM//nsubj:pass//3 ska//VB|PRS|AKT//aux//3 tas//VB|INF|SFO//ROOT//3 ut//PL//compound:prt//3 enligt//PP//case//6 skatteförfarandelagen//NN|UTR|SIN|DEF|NOM//obl//3
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//32 som//HP|-|-|-//nsubj//3 är//VB|PRS|AKT//cop//3 bosatt//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//0 utomlands//AB//advmod//3 och//KN//cc//6 har//VB|PRS|AKT//aux//13 inkomst//NN|UTR|SIN|IND|NOM//nsubj:pass//13 av//PP//case//9 tjänst//NN|UTR|SIN|IND|NOM//nmod//7 från//PP//case//11 Sverige//PM|NOM//nmod//9 ska//VB|PRS|AKT//aux//13 beskattas//VB|INF|SFO//conj//3 enligt//PP//case//15 lagen//NN|UTR|SIN|DEF|NOM//obl//13 (//PAD//punct//17 1991:586//RG|NOM//appos//15 )//PAD//punct//17 om//PP//case//21 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//21 inkomstskatt//NN|UTR|SIN|IND|NOM//nmod//0 för//PP//fixed//21 utomlands//AB//advmod//24 bosatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//21 (//PAD//punct//21 SINK//PM|NOM//appos//21 )//PAD//punct//21 .//MAD//punct//0
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Med//PP//case//30 bosatt//JJ|POS|UTR|SIN|IND|NOM//obl//32 utomlands//AB//advmod//30 avses//VB|PRS|SFO//ROOT//32 en//DT|UTR|SIN|IND//det//35 fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//35 person//NN|UTR|SIN|IND|NOM//nsubj:pass//32 som//HP|-|-|-//nsubj//38 är//VB|PRS|AKT//cop//38 begränsat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//35 skattskyldig//JJ|POS|UTR|SIN|IND|NOM//obj//38 enligt//PP//case//41 inkomstskattelagen//NN|UTR|SIN|DEF|NOM//obl//38 .//MAD//punct//32
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Den//DT|UTR|SIN|DEF//det//45 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//45 inkomstskatten//NN|UTR|SIN|DEF|NOM//nsubj:pass//46 tas//VB|PRS|SFO//parataxis//32 ut//PL//compound:prt//46 med//PP//case//50 25//RG|NOM//nummod//50 procent//NN|UTR|PLU|IND|NOM//obl//46 och//KN//cc//55 är//VB|PRS|AKT//cop//55 en//DT|UTR|SIN|IND//det//55 definitiv//JJ|POS|UTR|SIN|IND|NOM//amod//55 källskatt//NN|UTR|SIN|IND|NOM//conj//46 .//MAD//punct//32
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Skatten//NN|UTR|SIN|DEF|NOM//nsubj:pass//58 betalas//VB|PRS|SFO//parataxis//32 i//PP//case//62 de//DT|UTR/NEU|PLU|DEF//det//62 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//62 fall//NN|NEU|PLU|IND|NOM//obl//58 genom//PP//mark//70 att//SN//mark//70 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//70 som//HP|-|-|-//nsubj//67 betalar//VB|PRS|AKT//acl:relcl//65 ut//PL//compound:prt//67 ersättningen//NN|UTR|SIN|DEF|NOM//obj//67 gör//VB|PRS|AKT//advcl//58 skatteavdrag//NN|NEU|SIN|IND|NOM//obj//70 .//MAD//punct//32
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Fram//AB//advmod//2 till//PP//case//2 utgången//NN|UTR|SIN|DEF|NOM//obl//5 av//PP//case//4 2004//RG|NOM//nmod//2 gällde//VB|PRT|AKT//ROOT//5 skattebetalningslagen//NN|UTR|SIN|DEF|NOM//nsubj//5 (//PAD//punct//6 1997:483//RG|NOM//appos//6 ,//MID//punct//10 SBL//PM|NOM//conj//8 )//PAD//punct//8 vid//PP//case//13 redovisning//NN|UTR|SIN|IND|NOM//obl//5 och//KN//cc//15 betalning//NN|UTR|SIN|IND|NOM//conj//13 av//PP//case//17 skatt//NN|UTR|SIN|IND|NOM//nmod//15 enligt//PP//case//19 lagen//NN|UTR|SIN|DEF|NOM//nmod//13 om//PP//case//22 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//22 inkomstskatt//NN|UTR|SIN|IND|NOM//nmod//19 för//PP//fixed//22 utomlands//AB//advmod//25 bosatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//13 .//MAD//punct//5
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//28 framgick//VB|PRT|AKT//parataxis//5 av//PP//case//32 en//DT|UTR|SIN|IND//det//32 uttrycklig//JJ|POS|UTR|SIN|IND|NOM//amod//32 bestämmelse//NN|UTR|SIN|IND|NOM//obl//28 i//PP//case//34 SBL//PM|NOM//nmod//32 ,//MID//punct//28 nämligen//AB//advmod//39 1//RG|NOM//nummod//38 kap.//NN|AN//nmod//39 1//RG|NOM//nummod//40 b//NN|NEU|SIN|IND|NOM//nmod//41 §//NN|AN//obl//28 (//PAD//punct//41 1//RG|NOM//nummod//44 kap.//NN|AN//nmod//46 2//RG|NOM//nummod//46 §//NN|AN//nmod//41 före//PP//case//50 den//DT|UTR|SIN|DEF//det//50 1//RO|NOM//nummod//50 januari//NN|UTR|SIN|IND|NOM//obl//28 2003//RG|NOM//nummod//50 )//PAD//punct//28 .//MAD//punct//28
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;I//PP//case//55 förarbetena//NN|NEU|PLU|DEF|NOM//obl//58 till//PP//case//57 bestämmelsen//NN|UTR|SIN|DEF|NOM//nmod//55 uttalade//VB|PRT|AKT//amod//59 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//28 att//IE//mark//72 med//PP//case//62 redovisning//NN|UTR|SIN|IND|NOM//obl//72 och//KN//cc//64 betalning//NN|UTR|SIN|IND|NOM//conj//62 av//PP//case//66 skatt//NN|UTR|SIN|IND|NOM//nmod//64 (//PAD//punct//62 10–23//RG|NOM//nummod//70 kap.//NN|AN//nmod//70 SBL//PM|NOM//appos//62 )//PAD//punct//62 avsågs//VB|PRT|SFO//acl//59 uppbördsbestämmelserna//NN|UTR|PLU|DEF|NOM//obj//72 i//PP//case//77 mer//AB|KOM//advmod//76 inskränkt//PC|PRF|UTR|SIN|IND|NOM//amod//77 mening//NN|UTR|SIN|IND|NOM//obl//72 (//PAD//punct//77 prop//NN|UTR|SIN|IND|NOM//appos//77 .//MID//punct//28
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;1996/97:100//RG|NOM//nummod//82 del//NN|UTR|SIN|IND|NOM//nmod//85 1//RG|NOM//nummod//84 s.//NN|AN//nmod//85 516//RG|NOM//obl//28 och//KN//cc//87 517//RG|NOM//conj//85 )//PAD//punct//28 .//MAD//punct//28
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Genom//PP//case//1 lagstiftning//NN|UTR|SIN|IND|NOM//obl//3 2005//RG|NOM//nummod//1 upphävdes//VB|PRT|SFO//ROOT//3 dock//AB//advmod//3 1//RG|NOM//nummod//6 kap.//NN|AN//nmod//7 1//RG|NOM//nummod//8 b//NN|NEU|SIN|IND|NOM//case//10 §//NN|AN//nmod//10 SBL//PM|NOM//obl//3 och//KN//cc//12 ersattes//VB|PRT|SFO//conj//3 av//PP//case//14 hänvisningar//NN|UTR|PLU|IND|NOM//obl//12 i//PP//case//17 21//RG|NOM//nummod//17 §//NN|AN//nmod//18 SINK//NN|UTR|SIN|IND|NOM//nmod//14 till//PP//case//20 merparten//NN|UTR|SIN|DEF|NOM//obl//12 av//PP//case//23 de//DT|UTR/NEU|PLU|DEF//det//23 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//20 som//HP|-|-|-//nsubj//25 finns//VB|PRS|SFO//acl:relcl//23 i//PP//case//29 10–23//RG|NOM//nummod//29 kap.//NN|AN//nmod//29 SBL//PM|NOM//obl//25 (//PAD//punct//29 prop//NN|UTR|SIN|IND|NOM//appos//29 .//MAD//punct//29
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;2004/05:19//RG|NOM//nummod//34 s.//NN|AN//nmod//35 21//RG|NOM//obl//12 ,//MID//punct//35 22//RG|NOM//nummod//35 ,//MID//punct//37 64//RG|NOM//nummod//35 och//KN//cc//41 65//RG|NOM//conj//35 )//PAD//punct//3 .//MAD//punct//3
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Motivet//NN|NEU|SIN|DEF|NOM//nsubj//3 för//PP//case//46 ändringen//NN|UTR|SIN|DEF|NOM//nmod//44 var//VB|PRT|AKT//conj//3 att//SN//mark//53 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//53 inte//AB//advmod//53 längre//AB|KOM//advmod//53 skulle//VB|PRT|AKT//aux//53 råda//VB|INF|AKT//csubj//3 några//DT|UTR/NEU|PLU|IND//det//55 tveksamheter//NN|UTR|PLU|IND|NOM//obj//53 om//PP//mark//62 vilka//HD|UTR/NEU|PLU|IND//det//58 bestämmelser//NN|UTR|PLU|IND|NOM//dislocated//62 i//PP//case//60 SBL//PM|NOM//nmod//58 som//HP|-|-|-//nsubj//62 gällde//VB|PRT|AKT//acl//55 i//PP//case//66 fråga//NN|UTR|SIN|IND|NOM//fixed//63 om//PP//fixed//63 SINK//PM|NOM//obl//62 .//MAD//punct//3
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;I//PP//mark//11 samband//NN|NEU|SIN|IND|NOM//fixed//0 med//PP//fixed//0 att//SN//mark//11 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//11 om//PP//case//6 förfarandet//NN|NEU|SIN|DEF|NOM//nmod//4 för//PP//case//10 den//DT|UTR|SIN|DEF//det//10 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//10 inkomstskatten//NN|UTR|SIN|DEF|NOM//nmod//6 flyttades//VB|PRT|SFO//advcl//18 från//PP//case//13 skattebetalningslagen//NN|UTR|SIN|DEF|NOM//obl//11 till//PP//case//17 21//RG|NOM//nummod//16 §//NN|AN//nmod//17 SINK//NN|UTR|SIN|IND|NOM//obl//11 föreskrevs//VB|PRT|SFO//ROOT//18 i//PP//case//21 11//RG|NOM//nummod//21 kap.//NN|AN//obl//18 1//RG|NOM//nummod//23 §//NN|AN//nmod//21 andra//RO|NOM//amod//25 stycket//NN|NEU|SIN|DEF|NOM//conj//23 7//RG|NOM//nummod//27 SBL//PM|NOM//obl//18 att//SN//mark//38 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//38 om//PP//case//31 betalningsskyldighet//NN|UTR|SIN|IND|NOM//nmod//29 för//PP//case//34 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//34 inkomstskatt//NN|UTR|SIN|IND|NOM//nmod//31 enligt//PP//case//36 SINK//PM|NOM//nmod//31 ska//VB|PRS|AKT//aux//38 anses//VB|INF|SFO//ccomp//18 som//KN//mark//40 beskattningsbeslut//NN|NEU|SIN|IND|NOM//xcomp//38 .//MAD//punct//18
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;I//PP//case//43 förararbetena//NN|NEU|PLU|DEF|NOM//obl//44 sägs//VB|PRS|SFO//parataxis//18 att//SN//mark//47 punkten//NN|UTR|SIN|DEF|NOM//nsubj:pass//47 infördes//VB|PRT|SFO//ccomp//44 med//PP//case//49 anledning//NN|UTR|SIN|IND|NOM//obl//47 av//PP//case//53 den//DT|UTR|SIN|DEF//det//53 generella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 hänvisningen//NN|UTR|SIN|DEF|NOM//nmod//49 i//PP//case//57 21//RG|NOM//nummod//56 §//NN|AN//nmod//57 SINK//PM|NOM//nmod//53 (//PAD//punct//49 prop//NN|UTR|SIN|IND|NOM//appos//49 .//MID//punct//61
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;2004/05:19//RG|NOM//obl//47 ,//MID//punct//61 s.//NN|AN//nmod//64 66//RG|NOM//nmod//61 )//PAD//punct//61 .//MAD//punct//18
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;I//PP//advmod//5 dag//NN|UTR|SIN|IND|NOM//fixed//0 är//VB|PRS|AKT//cop//5 alltså//AB//advmod//5 inte//AB//advmod//5 förfarandet//NN|NEU|SIN|DEF|NOM//ROOT//5 i//PP//case//7 skattebetalningslagen//NN|UTR|SIN|DEF|NOM//nmod//5 direkt//AB|POS//advmod//9 tillämpligt//AB|POS//nmod//5 på//PP//case//13 den//DT|UTR|SIN|DEF//det//13 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//13 inkomstskatten//NN|UTR|SIN|DEF|NOM//nmod//9 .//MAD//punct//5
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Hänvisning//NN|UTR|SIN|IND|NOM//nsubj//55 i//PP//case//19 21//RG|NOM//nummod//18 §//NN|AN//nmod//19 SINK//NN|UTR|SIN|IND|NOM//nmod//15 till//PP//case//22 skattebetalningslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//15 om//PP//case//24 skyldighet//NN|UTR|SIN|IND|NOM//nmod//22 att//IE//mark//26 lämna//VB|INF|AKT//acl//15 deklaration//NN|UTR|SIN|IND|NOM//obj//26 ,//MID//punct//29 beskattningsbeslut//NN|NEU|SIN|IND|NOM//conj//27 ,//MID//punct//31 utredning//NN|UTR|SIN|IND|NOM//conj//27 i//PP//case//33 skatteärenden//NN|NEU|PLU|IND|NOM//nmod//31 ,//MID//punct//36 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//36 avgifter//NN|UTR|PLU|IND|NOM//conj//27 ,//MID//punct//38 inbetalning//NN|UTR|SIN|IND|NOM//conj//15 av//PP//case//40 skatt//NN|UTR|SIN|IND|NOM//nmod//38 ,//MID//punct//42 anstånd//NN|NEU|SIN|IND|NOM//conj//38 med//PP//case//44 inbetalning//NN|UTR|SIN|IND|NOM//nmod//42 av//PP//case//46 skatt//NN|UTR|SIN|IND|NOM//nmod//44 ,//MID//punct//48 ränta//NN|UTR|SIN|IND|NOM//conj//46 ,//MID//punct//50 indrivning//NN|UTR|SIN|IND|NOM//conj//46 ,//MID//punct//52 omprövning//NN|UTR|SIN|IND|NOM//conj//46 och//KN//cc//54 överklagande//NN|NEU|SIN|IND|NOM//conj//46 innebär//VB|PRS|AKT//parataxis//5 dock//AB//advmod//55 att//IE//mark//60 i//PP//case//59 praktiken//NN|UTR|SIN|DEF|NOM//obl//60 tas//VB|PRS|SFO//ccomp//55 den//DT|UTR|SIN|DEF//det//63 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//63 inkomstskatten//NN|UTR|SIN|DEF|NOM//nsubj:pass//60 ut//AB//advmod//66 enligt//PP//case//66 förfarandet//NN|NEU|SIN|DEF|NOM//obl//60 i//PP//case//68 skattebetalningslagen//NN|UTR|SIN|DEF|NOM//nmod//66 .//MAD//punct//55
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Här//AB//advmod//3 bör//VB|PRS|AKT//aux//3 också//AB//advmod//3 nämnas//VB|INF|SFO//ROOT//3 att//SN//mark//8 trots//PP//mark//8 att//SN//mark//8 SINK//PM|NOM//nsubj//8 hänvisar//VB|PRS|AKT//dep//3 till//PP//case//11 skattebetalningslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 bestämmelser//NN|UTR|PLU|IND|NOM//obl//8 om//PP//case//13 deklarationsskyldighet//NN|UTR|SIN|IND|NOM//nmod//11 sägs//VB|PRS|SFO//conj//3 i//PP//case//17 10//RG|NOM//nummod//17 kap.//NN|AN//obl//14 9//RG|NOM//nummod//19 §//NN|AN//nmod//21 2//RG|NOM//nummod//21 SBL//PM|NOM//obl//14 att//SN//mark//44 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//44 som//HP|-|-|-//nsubj//26 har//VB|PRS|AKT//aux//26 betalat//VB|SUP|AKT//acl:relcl//23 ut//PL//compound:prt//26 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//29 ersättning//NN|UTR|SIN|IND|NOM//obj//26 som//HP|-|-|-//obl//33 skatteavdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//33 ska//VB|PRS|AKT//aux//33 göras//VB|INF|SFO//acl:relcl//29 från//PP//mark//38 enligt//PP//case//36 SINK//PM|NOM//obl//38 är//VB|PRS|AKT//cop//38 skyldig//JJ|POS|UTR|SIN|IND|NOM//advcl//33 att//IE//mark//40 lämna//VB|INF|AKT//csubj//38 skattedeklaration//NN|UTR|SIN|IND|NOM//obj//40 .//MAD//punct//23
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Redovisningsskyldigheten//NN|UTR|SIN|DEF|NOM//nsubj//44 följer//VB|PRS|AKT//dep//3 alltså//AB//advmod//44 direkt//AB|POS//advmod//44 av//PP//case//48 skattebetalningslagen//NN|UTR|SIN|DEF|NOM//obl//44 .//MAD//punct//3
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Hänvisningen//NN|UTR|SIN|DEF|NOM//nsubj//5 i//PP//case//4 21//RG|NOM//nummod//3 §//NN|AN//nmod//4 SINK//PM|NOM//nmod//0 omfattar//VB|PRS|AKT//ROOT//5 inte//AB//advmod//5 skattebetalningslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 kapitel//NN|NEU|SIN|IND|NOM//obj//5 (//PAD//punct//8 4–9//RG|NOM//appos//8 )//PAD//punct//8 om//PP//case//14 preliminär//JJ|POS|UTR|SIN|IND|NOM//amod//14 skatt//NN|UTR|SIN|IND|NOM//obl//5 och//KN//cc//16 beräkning//NN|UTR|SIN|IND|NOM//conj//14 av//PP//case//18 arbetsgivaravgifter//NN|UTR|PLU|IND|NOM//nmod//16 .//MAD//punct//5
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Genom//PP//case//22 en//DT|UTR|SIN|IND//det//22 hänvisning//NN|UTR|SIN|IND|NOM//obl//33 i//PP//case//26 9//RG|NOM//nummod//25 §//NN|AN//nmod//26 SINK//NN|UTR|SIN|IND|NOM//nmod//22 till//PP//case//28 5//RG|NOM//nummod//22 och//KN//cc//28 8//RG|NOM//nummod//28 kap.//NN|AN//nmod//32 SBL//PM|NOM//nmod//28 klargöras//VB|PRS|SFO//conj//5 dock//AB//advmod//33 att//SN//mark//41 om//SN//mark//41 en//DT|UTR|SIN|IND//det//38 utbetalare//NN|UTR|SIN|IND|NOM//nsubj//41 inte//AB//advmod//41 ska//VB|PRS|AKT//aux//41 göra//VB|INF|AKT//advcl//46 skattavdrag//NN|NEU|SIN|IND|NOM//obj//41 för//PP//case//45 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//45 inkomstskatt//NN|UTR|SIN|IND|NOM//obl//41 gäller//VB|PRS|AKT//conj//5 bestämmelserna//NN|UTR|PLU|DEF|NOM//obj//46 om//PP//case//49 skatteavdrag//NN|NEU|SIN|IND|NOM//nmod//47 i//PP//case//51 skattebetalningslagen//NN|UTR|SIN|DEF|NOM//nmod//49 .//MAD//punct//5
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Av//PP//case//56 9//RG|NOM//nummod//55 §//NN|AN//nmod//56 SINK//PM|NOM//obl//57 framgår//VB|PRS|AKT//parataxis//5 även//AB//advmod//57 att//SN//mark//68 vid//PP//case//61 beräkningen//NN|UTR|SIN|DEF|NOM//obl//68 av//PP//case//63 underlaget//NN|NEU|SIN|DEF|NOM//nmod//61 för//PP//case//65 skatteavdrag//NN|NEU|SIN|IND|NOM//nmod//63 ska//VB|PRS|AKT//aux//68 förmåner//NN|UTR|PLU|IND|NOM//nsubj:pass//68 värderas//VB|INF|SFO//advcl//57 enligt//PP//case//74 8//RG|NOM//nummod//71 kap.//NN|AN//nmod//72 14–17//RG|NOM//nummod//73 §//NN|AN//nmod//74 §//NN|AN//obl//68 .//MAD//punct//5
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Vidare//AB|KOM//advmod//1 hänvisar//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 21//RG|NOM//nummod//4 §//NN|AN//nmod//5 SINK//NN|UTR|SIN|IND|NOM//nsubj//1 till//PP//case//8 skattebetalningslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 bestämmelser//NN|UTR|PLU|IND|NOM//obl//1 om//PP//case//10 ansvar//NN|NEU|SIN|IND|NOM//nmod//8 för//PP//case//12 skatt//NN|UTR|SIN|IND|NOM//nmod//10 och//KN//cc//14 återbetalning//NN|UTR|SIN|IND|NOM//conj//12 av//PP//case//16 skatt//NN|UTR|SIN|IND|NOM//nmod//14 (//PAD//punct//16 12//RG|NOM//nummod//21 och//KN//cc//20 18//RG|NOM//conj//18 kap.//NN|AN//nmod//10 )//PAD//punct//1 .//MAD//punct//1
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Skälet//NN|NEU|SIN|DEF|NOM//nsubj//1 till//PP//case//26 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//24 är//VB|PRS|AKT//cop//24 att//SN//mark//30 SINK//PM|NOM//nsubj//30 har//VB|PRS|AKT//csubj//24 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 bestämmelser//NN|UTR|PLU|IND|NOM//obj//30 om//PP//case//34 ansvar//NN|NEU|SIN|IND|NOM//nmod//32 för//PP//case//36 skatt//NN|UTR|SIN|IND|NOM//nmod//34 och//KN//cc//38 återbetalning//NN|UTR|SIN|IND|NOM//conj//36 av//PP//case//40 skatt//NN|UTR|SIN|IND|NOM//nmod//38 (//PAD//punct//30 prop//NN|UTR|SIN|IND|NOM//appos//30 .//MID//punct//44
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;2004/05:19//RG|NOM//conj//30 ,//MID//punct//44 s.//NN|AN//nmod//47 54//RG|NOM//nmod//44 )//PAD//punct//24 .//MAD//punct//1
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//55 om//PP//case//52 återbetalning//NN|UTR|SIN|IND|NOM//nmod//50 i//PP//case//54 SINK//PM|NOM//nmod//52 innehåller//VB|PRS|AKT//parataxis//1 dock//AB//advmod//55 hänvisningar//NN|UTR|PLU|IND|NOM//obj//55 till//PP//case//59 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//57 av//PP//case//62 skattebetalningslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//62 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//59 om//PP//case//64 återbetalning//NN|UTR|SIN|IND|NOM//nmod//62 .//MAD//punct//1
1.9 Förslaget till lag om ändring i lagen (1991:586) om särskild inkomstskatt för utomlands bosatta;Skälet//NN|NEU|SIN|DEF|NOM//nsubj//43 till//PP//mark//6 att//SN//mark//6 lagstiftningstekniken//NN|NEU|PLU|DEF|NOM//nsubj:pass//6 med//PP//case//5 hänvisningar//NN|UTR|PLU|IND|NOM//nmod//3 valdes//VB|PRT|SFO//acl//0 var//VB|PRT|AKT//cop//11 att//SN//mark//11 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 var//VB|PRT|AKT//cop//11 oklart//JJ|POS|NEU|SIN|IND|NOM//ccomp//6 vad//HP|NEU|SIN|IND//dislocated//14 som//HP|-|-|-//nsubj:pass//14 avsågs//VB|PRT|SFO//acl:relcl//11 med//PP//mark//18 att//SN//mark//18 skattebetalningslagen//NN|UTR|SIN|DEF|NOM//nsubj//18 gäller//VB|PRS|AKT//advcl//14 vid//PP//case//20 redovisning//NN|UTR|SIN|IND|NOM//obl//18 och//KN//cc//22 betalning//NN|UTR|SIN|IND|NOM//conj//20  //_SP////22 av//PP//case//26 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//26 inkomstskatt//NN|UTR|SIN|IND|NOM//nmod//22 för//PP//case//29 utomlands//AB//advmod//29 bosatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//18 .//MAD//punct//0
