Den vuxenpedagogiska praktiken;Illustrationer//NN|UTR|PLU|IND|NOM//ROOT//0 endast//AB//advmod//0 i//PP//case//5 den//DT|UTR|SIN|DEF//det//5 tryckta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//5 versionen//NN|UTR|SIN|DEF|NOM//obl//0
Vuxenstudier som kommunikativt handlande;Hur//HA//advmod//64 definierar//VB|PRS|AKT//parataxis//53 läraren//NN|UTR|SIN|DEF|NOM//nsubj//64 situationen//NN|UTR|SIN|DEF|NOM//obj//64 ?//MID//punct//64
Vuxenstudier som kommunikativt handlande;Ja//IN//discourse//71 ,//MID//punct//68 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//71 beror//VB|PRS|AKT//conj//26 på//PP//mark//77 i//PP//case//75 vilken//HD|UTR|SIN|IND//det//75 utbildningskultur//NN|UTR|SIN|IND|NOM//obl//77 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//77 äger//VB|PRS|AKT//advcl//71 rum//NN|NEU|SIN|IND|NOM//compound:prt//77 .//MAD//punct//71 –//PAD//punct//83
Vuxenstudier som kommunikativt handlande;Läraren//NN|UTR|SIN|DEF|NOM//nsubj//83 kan//VB|PRS|AKT//aux//83 se//VB|INF|AKT//conj//71 en//DT|UTR|SIN|IND//det//86 namnlös//JJ|POS|UTR|SIN|IND|NOM//amod//86 grupp//NN|UTR|SIN|IND|NOM//obj//83 som//HP|-|-|-//obl//92 hon//PN|UTR|SIN|DEF|SUB//nsubj//92 eller//KN//cc//90 han//PN|UTR|SIN|DEF|SUB//conj//88 ska//VB|PRS|AKT//aux//92 förmedla//VB|INF|AKT//acl:relcl//86 ett//DT|NEU|SIN|IND//det//94 kursinnehåll//NN|NEU|SIN|IND|NOM//obj//92 till//PP//case//87 .//MAD//punct//83 –//PAD//punct//100
Vuxenstudier som kommunikativt handlande;Läraren//NN|UTR|SIN|DEF|NOM//nsubj//100 kan//VB|PRS|AKT//aux//100 se//VB|INF|AKT//parataxis//83 ett//DT|NEU|SIN|IND//det//102 antal//NN|NEU|SIN|IND|NOM//nmod//104 namngivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//104 individer//NN|UTR|PLU|IND|NOM//obj//100 som//HP|-|-|-//nsubj:pass//110 var//PN|UTR|SIN|IND|SUB/OBJ//aux:pass//110 för//PP//case//108 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//106 ska//VB|PRS|AKT//aux//110 lotsas//VB|INF|SFO//acl:relcl//104 på//PP//case//113 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//113 sätt//NN|NEU|PLU|IND|NOM//obl//110 mot//PP//case//116 ett//DT|NEU|SIN|IND//det//116 kursmål//NN|NEU|SIN|IND|NOM//nmod//113 .//MAD//punct//100 –//PAD//punct//121
Vuxenstudier som kommunikativt handlande;Läraren//NN|UTR|SIN|DEF|NOM//nsubj//121 kan//VB|PRS|AKT//aux//121 se//VB|INF|AKT//parataxis//100 en//DT|UTR|SIN|IND//det//123 grupp//NN|UTR|SIN|IND|NOM//nmod//124 individer//NN|UTR|PLU|IND|NOM//obj//121 som//HP|-|-|-//nsubj//127 ska//VB|PRS|AKT//aux//127 agera//VB|INF|AKT//acl:relcl//124 tillsammans//AB//advmod//127 under//PP//case//131 lärarens//NN|UTR|SIN|DEF|GEN//nmod:poss//131 handledning//NN|UTR|SIN|IND|NOM//obl//127 i//PP//case//134 en//DT|UTR|SIN|IND//det//134 kunskapsprocess//NN|UTR|SIN|IND|NOM//obl//127 som//HP|-|-|-//nsubj//136 ger//VB|PRS|AKT//acl:relcl//134 var//PN|UTR|SIN|IND|SUB/OBJ//advmod//136 och//KN//fixed//137 en//DT|UTR|SIN|IND//det//140 möjligheter//NN|UTR|PLU|IND|NOM//obj//136 att//IE//mark//142 utvecklas//VB|INF|SFO//acl//140 och//KN//cc//144 nå//VB|INF|AKT//conj//142 kursmålen//NN|NEU|PLU|DEF|NOM//obj//144 ,//MID//punct//150 på//PP//case//150 lite//AB|POS//advmod//149 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//150 sätt//NN|NEU|PLU|IND|NOM//conj//142 .//MAD//punct//26
Vuxenstudier som kommunikativt handlande;Jag//PN|UTR|SIN|DEF|SUB//nsubj//2 vill//VB|PRS|AKT//aux//2 hävda//VB|INF|AKT//ROOT//2 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 särskilt//AB//advmod//7 för//PP//case//7 personer//NN|UTR|PLU|IND|NOM//ccomp//2 med//PP//case//10 låg//JJ|POS|UTR|SIN|IND|NOM//amod//10 utbildningsnivå//NN|UTR|SIN|IND|NOM//nmod//7 och//KN//cc//13 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 erfarenheter//NN|UTR|PLU|IND|NOM//conj//10 av//PP//case//16 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 utbildning//NN|UTR|SIN|IND|NOM//nmod//13 ,//MID//punct//19 är//VB|PRS|AKT//cop//19 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//2 att//SN//mark//22 läraren//NN|UTR|SIN|DEF|NOM//nsubj//22 har//VB|PRS|AKT//csubj//19 den//DT|UTR|SIN|DEF//det//25 tredje//RO|NOM//amod//25 attityden//NN|UTR|SIN|DEF|NOM//obj//22 .//MAD//punct//19
Vuxenstudier som kommunikativt handlande;Jag//PN|UTR|SIN|DEF|SUB//nsubj//33 ska//VB|PRS|AKT//aux//33 i//PP//case//32 den//DT|UTR|SIN|DEF//det//32 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 texten//NN|UTR|SIN|DEF|NOM//obl//33 argumentera//VB|INF|AKT//conj//2 för//PP//case//37 denna//DT|UTR|SIN|DEF//det//37 min//PS|UTR|SIN|DEF//nmod:poss//37 uppfattning//NN|UTR|SIN|IND|NOM//obl//33 .//MAD//punct//33
Vuxenstudier som kommunikativt handlande;Som//KN//case//43 grund//NN|UTR|SIN|IND|NOM//fixed//39 för//PP//fixed//39 mina//PS|UTR/NEU|PLU|DEF//nmod:poss//43 argument//NN|NEU|PLU|IND|NOM//obl//44 har//VB|PRS|AKT//conj//33 jag//PN|UTR|SIN|DEF|SUB//nsubj//44 femton//RG|NOM//nummod//47 års//NN|NEU|PLU|IND|GEN//nmod:poss//48 undervisning//NN|UTR|SIN|IND|NOM//obj//44 och//KN//cc//50 skolledarskap//NN|NEU|SIN|IND|NOM//conj//48 i//PP//case//52 komvux//NN|-|-|-|-//obl//44 ,//MID//punct//56 men//KN//cc//56 också//AB//advmod//56 doktorandstudier//NN|UTR|PLU|IND|NOM//conj//33 i//PP//case//58 pedagogik//NN|UTR|SIN|IND|NOM//nmod//56 och//KN//cc//60 erfarenheter//NN|UTR|PLU|IND|NOM//conj//58 från//PP//case//65 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//65 och//KN//cc//64 andras//PS|UTR/NEU|SIN/PLU|DEF//conj//62 forskning//NN|UTR|SIN|IND|NOM//nmod//60 .//MAD//punct//56
Vuxenstudier som kommunikativt handlande;Livsvärlden//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 vidgas//VB|PRS|SFO//ROOT//1
Vuxenstudier som kommunikativt handlande;Att//IE//mark//1 lära//VB|INF|AKT//csubj//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//1 något//DT|NEU|SIN|IND//det//4 nytt//JJ|POS|NEU|SIN|IND|NOM//obj//1 är//VB|PRS|AKT//ROOT//5 att//SN//mark//10 i//PP//case//9 någon//DT|UTR|SIN|IND//det//9 mån//NN|UTR|SIN|IND|NOM//obl//10 förändras//VB|PRS|SFO//ccomp//5 .//MAD//punct//10
Vuxenstudier som kommunikativt handlande;Ny//JJ|POS|UTR|SIN|IND|NOM//amod//13 kunskap//NN|UTR|SIN|IND|NOM//nsubj:pass//14 läggs//VB|PRS|SFO//conj//10 inte//AB//advmod//14 bara//AB//advmod//14 ihop//PL//compound:prt//14 med//PP//case//20 den//DT|UTR|SIN|DEF//det//20 gamla//JJ|POS|UTR/NEU|SIN|DEF|NOM//obl//14 .//MAD//punct//14
Vuxenstudier som kommunikativt handlande;Ny//JJ|POS|UTR|SIN|IND|NOM//amod//23 kunskap//NN|UTR|SIN|IND|NOM//nsubj//24 omstrukturerar//VB|PRS|AKT//conj//10 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//24 man//PN|UTR|SIN|IND|SUB//nsubj//29 tidigare//AB|KOM//advmod//29 har//VB|PRS|AKT//aux//29 lärt//VB|SUP|AKT//acl:relcl//25 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//29 ,//MID//punct//24 ibland//AB//advmod//24 på//PP//case//37 ett//DT|NEU|SIN|IND//det//37 så//AB//advmod//36 omvälvande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 sätt//NN|NEU|SIN|IND|NOM//obl//24 att//SN//mark//43 den//DT|UTR|SIN|DEF//det//41 gamla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 kunskapen//NN|UTR|SIN|DEF|NOM//nsubj//43 inte//AB//advmod//43 går//VB|PRS|AKT//acl//37 att//IE//mark//45 känna//VB|INF|AKT//xcomp//43 igen//PL//compound:prt//45 .//MAD//punct//5
Vuxenstudier som kommunikativt handlande;Nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 tankar//NN|UTR|PLU|IND|NOM//nsubj:pass//50 väcks//VB|PRS|SFO//parataxis//5 ,//MID//punct//50 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//54 ställs//VB|PRS|SFO//conj//50 ,//MID//punct//58 av//PP//case//58 en//DT|UTR|SIN|IND//det//58 person//NN|UTR|SIN|IND|NOM//conj//50 som//HP|-|-|-//nsubj//61 inte//AB//advmod//61 förblir//VB|PRS|AKT//acl:relcl//58 riktigt//AB//advmod//63 densamma//PN|UTR|SIN|DEF|SUB/OBJ//xcomp//61 .//MAD//punct//50
Vuxenstudier som kommunikativt handlande;Den//PN|UTR|SIN|DEF|SUB/OBJ//obl//5 som//HP|-|-|-//nsubj//67 lär//VB|PRS|AKT//acl:relcl//65 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//67 något//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//70 socialiseras//VB|INF|SFO//xcomp//67 in//PL//advmod//70 i//PP//case//75 en//DT|UTR|SIN|IND//det//75 ny//JJ|POS|UTR|SIN|IND|NOM//amod//75 del//NN|UTR|SIN|IND|NOM//obl//70 av//PP//case//77 världen//NN|UTR|SIN|DEF|NOM//nmod//75 och//KN//cc//79 lär//VB|PRS|AKT//conj//67 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//79 det//DT|NEU|SIN|DEF//det//82 språk//NN|NEU|SIN|IND|NOM//obj//79 ,//MID//punct//82 de//DT|UTR/NEU|PLU|DEF//det//85 normer//NN|UTR|PLU|IND|NOM//conj//82 och//KN//cc//88 den//DT|UTR|SIN|DEF//det//88 kultur//NN|UTR|SIN|IND|NOM//conj//82 som//HP|-|-|-//nsubj//90 hör//VB|PRS|AKT//acl:relcl//88 dit//AB//advmod//90 .//MAD//punct//5
Vuxenstudier som kommunikativt handlande;Socialisation//NN|UTR|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 en//DT|UTR|SIN|IND//det//4 kommunikativ//JJ|POS|UTR|SIN|IND|NOM//amod//4 process//NN|UTR|SIN|IND|NOM//ROOT//4 .//MID//punct//4
Vuxenstudier som kommunikativt handlande;Georg//PM|NOM//nsubj//19 Herbert//PM|NOM//flat//6 Mead//PM|NOM//flat//7 ,//MID//punct//11 amerikansk//JJ|POS|UTR|SIN|IND|NOM//amod//11 filosof//NN|UTR|SIN|IND|NOM//conj//6 ,//MID//punct//13 verksam//JJ|POS|UTR|SIN|IND|NOM//conj//6 inom//PP//case//18 den//DT|UTR|SIN|DEF//det//18 så//AB//advmod//17 kallade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//18 Chicagoskolan//NN|UTR|SIN|DEF|NOM//nmod//6 beskrev//VB|PRT|AKT//parataxis//4 på//PP//case//21 20-talet//NN|NEU|SIN|DEF|NOM//obl//19 hur//HA//advmod//24 vi//PN|UTR|PLU|DEF|SUB//nsubj//24 blir//VB|PRS|AKT//advcl//19 människor//NN|UTR|PLU|IND|NOM//xcomp//24 och//KN//cc//27 får//VB|PRS|AKT//conj//24 tankar//NN|UTR|PLU|IND|NOM//obj//27 och//KN//cc//30 språk//NN|NEU|PLU|IND|NOM//conj//28 i//PP//case//34 en//DT|UTR|SIN|IND//det//34 kommunikativ//JJ|POS|UTR|SIN|IND|NOM//amod//34 interaktion//NN|UTR|SIN|IND|NOM//nmod//30 med//PP//case//30 för//PP//case//37 oss//PN|UTR|PLU|DEF|OBJ//nmod//30 betydelsefulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 personer//NN|UTR|PLU|IND|NOM//conj//28 .//MAD//punct//19
Vuxenstudier som kommunikativt handlande;Denna//DT|UTR|SIN|DEF//det//42 Meads//PM|GEN//nmod:poss//43 syn//NN|UTR|SIN|IND|NOM//obl//19 på//PP//case//45 människan//NN|UTR|SIN|DEF|NOM//nmod//43 som//KN//mark//52 en//RG|UTR|SIN|IND|NOM//det//52 i//PP//case//52 första//RO|NOM//fixed//48 hand//NN|UTR|SIN|IND|NOM//fixed//48 social//JJ|POS|UTR|SIN|IND|NOM//amod//52 varelse//NN|UTR|SIN|IND|NOM//obl//19 ,//MID//punct//19 ligger//VB|PRS|AKT//conj//19 till//PP//case//58 grund//NN|UTR|SIN|IND|NOM//fixed//55 för//PP//fixed//55 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//54 av//PP//case//61 de//DT|UTR/NEU|PLU|DEF//det//61 teorier//NN|UTR|PLU|IND|NOM//nmod//58 som//HP|-|-|-//nsubj:pass//63 diskuteras//VB|PRS|SFO//acl:relcl//61 i//PP//advmod//63 dag//NN|UTR|SIN|IND|NOM//fixed//64 .//MAD//punct//19
Vuxenstudier som kommunikativt handlande;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 är//VB|PRS|AKT//cop//71 inte//AB//advmod//71 en//DT|UTR|SIN|IND//det//71 slump//NN|UTR|SIN|IND|NOM//conj//19 att//SN//mark//78 flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//78 av//PP//case//76 Chicagoskolans//PM|GEN//nmod:poss//76 namnkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//73 har//VB|PRS|AKT//aux//78 fått//VB|SUP|AKT//acl//71 förnyad//PC|PRF|UTR|SIN|IND|NOM//amod//80 aktualitet//NN|UTR|SIN|IND|NOM//obj//78 under//PP//case//83 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 år//NN|NEU|PLU|IND|NOM//obl//78 .//MAD//punct//71
Vuxenstudier som kommunikativt handlande;John//PM|NOM//nsubj//97 Dewey//PM|NOM//flat//85 ,//MID//punct//85 som//HP|-|-|-//nsubj:pass//90 ibland//AB//advmod//90 kallas//VB|PRS|SFO//acl:relcl//85 för//PP//case//95 den//DT|UTR|SIN|DEF//det//94 progressiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//94 pedagogikens//NN|UTR|SIN|DEF|GEN//nmod:poss//95 fader//NN|UTR|SIN|IND|NOM//obl//90 ,//MID//punct//85 har//VB|PRS|AKT//aux//235 fortfarande//AB//advmod//97 något//PN|NEU|SIN|IND|SUB/OBJ//obj//97 att//IE//mark//101 tillföra//VB|INF|AKT//acl//99 den//DT|UTR|SIN|DEF//det//104 moderna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//104 debatten//NN|UTR|SIN|DEF|NOM//obj//101 .//MAD//punct//97
Vuxenstudier som kommunikativt handlande;Visserligen//AB//advmod//107 kom//VB|PRT|AKT//conj//97 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//109 idéer//NN|UTR|PLU|IND|NOM//nsubj//107 tidigt//AB|POS//advmod//107 till//PP//case//112 Sverige//PM|NOM//obl//107 och//KN//cc//114 omsattes//VB|PRT|SFO//conj//107 i//PP//case//116 försöksverksamhet//NN|UTR|SIN|IND|NOM//obl//114 ,//MID//punct//107 både//KN//cc//120 inom//PP//case//120 förskolan//NN|UTR|SIN|DEF|NOM//obl//107 och//KN//cc//122 skolan//NN|UTR|SIN|DEF|NOM//conj//120 .//MAD//punct//107
Vuxenstudier som kommunikativt handlande;Deweys//PM|GEN//nmod:poss//125 tankar//NN|UTR|PLU|IND|NOM//nsubj//126 spelade//VB|PRT|AKT//parataxis//107 en//DT|UTR|SIN|IND//det//129 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//129 roll//NN|UTR|SIN|IND|NOM//obj//126 i//PP//case//131 byggandet//NN|NEU|SIN|DEF|NOM//obl//126 av//PP//case//135 ”//PM|NOM//punct//135 enhetsskolan//NN|UTR|SIN|DEF|NOM//det//135 “//NN|AN//nmod//131 som//HP|-|-|-//nsubj//137 föregick//VB|PRT|AKT//acl:relcl//135 den//DT|UTR|SIN|DEF//det//140 nioåriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//140 grundskolan//NN|UTR|SIN|DEF|NOM//obj//137 .//MAD//punct//107
Vuxenstudier som kommunikativt handlande;Men//KN//cc//148 i//PP//case//144 inledningen//NN|UTR|SIN|DEF|NOM//obl//148 till//PP//case//148 Deweys//PM|GEN//nmod:poss//148 pedagogiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//148 credo//NN|NEU|SIN|IND|NOM//conj//107 ,//MID//punct//148 där//HA//advmod//152 han//PN|UTR|SIN|DEF|SUB//nsubj//152 lägger//VB|PRS|AKT//acl:relcl//148 fram//PL//compound:prt//152 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//156 den//DT|UTR|SIN|DEF//det//156 grundsyn//NN|UTR|SIN|IND|NOM//obj//152 på//PP//case//158 kunskaper//NN|UTR|PLU|IND|NOM//obl//152 och//KN//cc//160 lärande//NN|NEU|SIN|IND|NOM//conj//158 som//HP|-|-|-//obl//163 han//PN|UTR|SIN|DEF|SUB//nsubj//163 bygger//VB|PRS|AKT//acl:relcl//160 sin//PS|UTR|SIN|DEF//nmod:poss//165 pedagogik//NN|UTR|SIN|IND|NOM//obj//163 på//PP//case//161 ,//MID//punct//168 finns//VB|PRS|SFO//conj//97 en//DT|UTR|SIN|IND//det//170 kunskap//NN|UTR|SIN|IND|NOM//nsubj//168 som//HP|-|-|-//nsubj//180 vi//PN|UTR|PLU|DEF|SUB//nsubj//178 ,//MID//punct//176 enligt//PP//case//176 mitt//PS|NEU|SIN|DEF//nmod:poss//176 förmenande//NN|NEU|SIN|IND|NOM//conj//172 ,//MID//punct//176 är//VB|PRS|AKT//cop//180 på//PP//case//180 väg//NN|UTR|SIN|IND|NOM//acl:relcl//170 att//IE//mark//182 tappa//VB|INF|AKT//acl//180 bort//PL//compound:prt//182 ://MID//punct//97 ”//PAD//punct//187
Vuxenstudier som kommunikativt handlande;Jag//PN|UTR|SIN|DEF|SUB//nsubj//187 tror//VB|PRS|AKT//parataxis//97 att//SN//mark//191 all//DT|UTR|SIN|IND/DEF//det//190 utbildning//NN|UTR|SIN|IND|NOM//nsubj//191 innebär//VB|PRS|AKT//ccomp//187 att//SN//mark//195 individen//NN|UTR|SIN|DEF|NOM//nsubj//195 får//VB|PRS|AKT//aux//195 ta//VB|INF|AKT//ccomp//191 del//NN|UTR|SIN|IND|NOM//obj//195 av//PP//case//200 mänsklighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//200 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//200 medvetenhet//NN|UTR|SIN|IND|NOM//nmod//196 .//MAD//punct//187
Vuxenstudier som kommunikativt handlande;Denna//DT|UTR|SIN|DEF//det//203 process//NN|UTR|SIN|IND|NOM//nsubj//204 börjar//VB|PRS|AKT//parataxis//187 omedvetet//AB|POS//advmod//204 ,//MID//punct//204 nästan//AB//advmod//209 vid//PP//case//209 födelsen//NN|UTR|SIN|DEF|NOM//obl//204 ,//MID//punct//212 och//KN//cc//212 formar//VB|PRS|AKT//conj//204 individens//NN|UTR|SIN|DEF|GEN//nmod:poss//214 begåvning//NN|UTR|SIN|IND|NOM//obj//212 .//MAD//punct//212
Vuxenstudier som kommunikativt handlande;Medvetandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//217 genomsyras//VB|PRS|SFO//conj//204 ,//MID//punct//220 vanor//NN|UTR|PLU|IND|NOM//nsubj:pass//220 bildas//VB|PRS|SFO//conj//217 ,//MID//punct//222 begrepp//NN|NEU|PLU|IND|NOM//conj//204 lärs//VB|PRS|SFO//xcomp//222 in//PL//compound:prt//223 och//KN//cc//226 känslor//NN|UTR|PLU|IND|NOM//conj//223 och//KN//cc//228 emotioner//NN|UTR|PLU|IND|NOM//conj//223 väcks//VB|PRS|SFO//xcomp//222 .//MAD//punct//204
Vuxenstudier som kommunikativt handlande;Genom//PP//case//234 denna//DT|UTR|SIN|DEF//det//234 omedvetna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//234 utbildning//NN|UTR|SIN|IND|NOM//obl//235 blir//VB|PRS|AKT//conj//4 man//PN|UTR|SIN|IND|SUB//nsubj//235 gradvis//AB//advmod//235 delaktig//JJ|POS|UTR|SIN|IND|NOM//xcomp//235 av//PP//case//244 de//DT|UTR/NEU|PLU|DEF//det//244 intellektuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//244 och//KN//cc//243 moraliska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//241 tillgångar//NN|UTR|PLU|IND|NOM//obl//235 ,//MID//punct//244 som//HP|-|-|-//obl//248 mänskligheten//NN|UTR|SIN|DEF|NOM//nsubj//248 lyckats//VB|SUP|SFO//acl:relcl//244 samla//VB|INF|AKT//xcomp//248 ihop//PL//compound:prt//249 .//MAD//punct//235
Vuxenstudier som kommunikativt handlande;Individen//NN|UTR|SIN|DEF|NOM//nsubj//253 blir//VB|PRS|AKT//parataxis//235 arvtagare//NN|UTR|SIN|IND|NOM//xcomp//253 till//PP//case//258 civilisationens//NN|UTR|SIN|DEF|GEN//nmod:poss//258 sparade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//258 kapital//NN|NEU|SIN|IND|NOM//obl//253 .//MID//punct//235
Vuxenstudier som kommunikativt handlande;Inte//AB//advmod//267 ens//AB//advmod//267 den//DT|UTR|SIN|DEF//det//267 mest//AB|SUV//advmod//264 formella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//267 och//KN//cc//266 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//264 utbildning//NN|UTR|SIN|IND|NOM//nsubj//273 i//PP//case//269 världen//NN|UTR|SIN|DEF|NOM//nmod//267 kan//VB|PRS|AKT//aux//273 utan//PP//case//272 risk//NN|UTR|SIN|IND|NOM//obl//273 avvika//VB|INF|AKT//advcl//235 från//PP//case//277 denna//DT|UTR|SIN|DEF//det//277 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//277 process//NN|UTR|SIN|IND|NOM//obl//273 .//MAD//punct//235
Vuxenstudier som kommunikativt handlande;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//282 kan//VB|PRS|AKT//aux//282 bara//AB//advmod//282 organiseras//VB|INF|SFO//conj//4 eller//KN//cc//284 ledas//VB|INF|SFO//conj//282 vidare//AB|KOM//advmod//284 i//PP//case//289 en//DT|UTR|SIN|IND//det//289 bestämd//PC|PRF|UTR|SIN|IND|NOM//amod//289 riktning//NN|UTR|SIN|IND|NOM//obl//284 .//MAD//punct//282 ”//RG|NOM//punct//282
Vuxenstudier som kommunikativt handlande;(//PAD//punct//291 s.//NN|AN//nmod//294 38//RG|NOM//nmod//291 )//PAD//punct//282
Vuxenstudier som kommunikativt handlande;Att//IE//mark//1 se//VB|INF|AKT//csubj//13 utbildning//NN|UTR|SIN|IND|NOM//obj//1 som//KN//case//5 en//DT|UTR|SIN|IND//det//5 process//NN|UTR|SIN|IND|NOM//obl//1 i//PP//case//7 vilken//HP|UTR|SIN|IND//obl//9 man//PN|UTR|SIN|IND|SUB//nsubj//9 utvecklar//VB|PRS|AKT//acl:relcl//5 sin//PS|UTR|SIN|DEF//nmod:poss//12 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 medvetenhet//NN|UTR|SIN|IND|NOM//obj//9 får//VB|PRS|AKT//ROOT//13 en//DT|UTR|SIN|IND//det//17 extra//AB//amod//17 spännande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 dimension//NN|UTR|SIN|IND|NOM//obj//13 i//PP//case//19 relation//NN|UTR|SIN|IND|NOM//nmod//17 till//PP//case//22 livslångt//JJ|POS|NEU|SIN|IND|NOM//amod//22 lärande//NN|NEU|SIN|IND|NOM//obl//13 .//MAD//punct//13
Vuxenstudier som kommunikativt handlande;Dewey//PM|NOM//advmod//25 ser//VB|PRS|AKT//parataxis//13 det//DT|NEU|SIN|DEF//det//28 institutionaliserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//28 lärandet//NN|NEU|SIN|DEF|NOM//nsubj//25 ,//MID//punct//25 antingen//KN//cc//32 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//32 äger//VB|PRS|AKT//conj//25 rum//NN|NEU|SIN|IND|NOM//compound:prt//32 i//PP//case//36 en//DT|UTR|SIN|IND//det//36 skollokal//NN|UTR|SIN|IND|NOM//obl//32 eller//KN//cc//40 i//PP//case//40 ett//DT|NEU|SIN|IND//det//40 studierum//NN|NEU|SIN|IND|NOM//conj//36 på//PP//case//42 arbetsplatsen//NN|UTR|SIN|DEF|NOM//nmod//40 ,//MID//punct//32 som//KN//case//46 en//DT|UTR|SIN|IND//det//46 process//NN|UTR|SIN|IND|NOM//obl//32 som//HP|-|-|-//nsubj//49 bör//VB|PRS|AKT//aux//49 likna//VB|INF|AKT//acl:relcl//46 det//DT|NEU|SIN|DEF//det//52 informella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 lärandet//NN|NEU|SIN|DEF|NOM//obj//49 i//PP//case//54 vardagen//NN|UTR|SIN|DEF|NOM//obl//49 ,//MID//punct//32 det//DT|NEU|SIN|DEF//det//57 lärande//NN|NEU|SIN|IND|NOM//appos//32 som//HP|-|-|-//nsubj//59 får//VB|PRS|AKT//acl:relcl//57 oss//PN|UTR|PLU|DEF|OBJ//obj//59 att//IE//mark//62 växa//VB|INF|AKT//xcomp//59 och//KN//cc//64 mogna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//62 som//KN//mark//66 människor//NN|UTR|PLU|IND|NOM//obl//62 .//MAD//punct//25
