10 Hur Samhall AB genomför sitt uppdrag ;"I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 kapitel//NN|NEU|SIN|IND|NOM//obl//3 behandlas//VB|PRS|SFO//ROOT//3 Samhall//PM|NOM//nsubj:pass//3 AB//PM|NOM//flat//4 ://MID//punct//4 s//NN|NEU|SIN|IND|GEN//nummod//9 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 uppdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//3 ;//MID//punct//9"
11.2.1 Definition av övergångsmålet;En//DT|UTR|SIN|IND//det//62 anställd//PC|PRF|UTR|SIN|IND|NOM//nsubj//64 kan//VB|PRS|AKT//aux//64 övergå//VB|INF|AKT//parataxis//49 till//PP//case//67 en//DT|UTR|SIN|IND//det//67 tillsvidareanställning//NN|UTR|SIN|IND|NOM//obl//64 eller//KN//cc//70 en//DT|UTR|SIN|IND//det//70 visstidsanställning//NN|UTR|SIN|IND|NOM//conj//67 .//MAD//punct//49
11.2.1 Definition av övergångsmålet;För//PP//case//73 visstidsanställning//NN|UTR|SIN|IND|NOM//obl//74 gäller//VB|PRS|AKT//conj//49 att//SN//mark//79 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//79 skall//VB|PRS|AKT//aux//79 vara//VB|INF|AKT//cop//79 överenskommen//JJ|POS|UTR|SIN|IND|NOM//ccomp//74 och//KN//cc//81 planerad//PC|PRF|UTR|SIN|IND|NOM//conj//79 för//PP//case//85 minst//AB|SUV//advmod//84 sex//RG|NOM//nummod//85 månader//NN|UTR|PLU|IND|NOM//obl//81 .//MAD//punct//49
11.2.1 Definition av övergångsmålet;Är//VB|PRS|AKT//cop//89 visstidsanställningen//NN|UTR|SIN|DEF|NOM//nsubj//89 kortare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//49 än//KN//case//92 sex//RG|NOM//nummod//92 månader//NN|UTR|PLU|IND|NOM//nmod//89 beviljas//VB|PRS|SFO//xcomp//19 den//DT|UTR|SIN|DEF//nsubj:pass//93 anställde//PC|PRF|MAS|SIN|DEF|NOM//xcomp//93 istället//AB//advmod//93 tjänstledighet//NN|UTR|SIN|IND|NOM//nsubj:pass//93 från//PP//case//100 sin//PS|UTR|SIN|DEF//nmod:poss//100 anställning//NN|UTR|SIN|IND|NOM//obl//93 vid//PP//case//102 Samhall//PM|NOM//nmod//100 .//MAD//punct//19
11.2.1 Definition av övergångsmålet;Alla//DT|UTR/NEU|PLU|IND/DEF//det//1 anställda//NN|UTR|PLU|IND|NOM//nsubj:pass//22 som//HP|-|-|-//nsubj//3 lämnar//VB|PRS|AKT//acl:relcl//1 Samhall//PM|NOM//obj//3 som//KN//nsubj//7 övergång//NN|UTR|SIN|IND|NOM//nsubj//7 har//VB|PRS|AKT//acl:relcl//4 rätt//NN|UTR|SIN|IND|NOM//obj//7 att//IE//mark//13 inom//PP//case//12 12//RG|NOM//nummod//12 månader//NN|UTR|PLU|IND|NOM//obl//13 komma//VB|INF|AKT//acl//8 tillbaka//PL//advmod//13 till//PP//case//16 Samhall//PM|NOM//obl//13 ,//MID//punct//19 s.k.//AB|AN//amod//19 återgång//NN|UTR|SIN|IND|NOM//conj//13 .//MAD//punct//19
11.2.1 Definition av övergångsmålet;Återanställningsrätten//NN|UTR|SIN|DEF|NOM//nsubj:pass//22 infördes//VB|PRT|SFO//ROOT//22 1983//RG|NOM//nummod//22 för//PP//mark//26 att//IE//mark//26 göra//VB|INF|AKT//advcl//22 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//26 lättare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//26 för//PP//case//30 anställda//NN|UTR|PLU|IND|NOM//obl//26 med//PP//case//32 arbetshandikapp//NN|NEU|SIN|IND|NOM//nmod//30 att//IE//mark//34 våga//VB|INF|AKT//advcl//26 ta//VB|INF|AKT//xcomp//34 steget//NN|NEU|SIN|DEF|NOM//obj//35 ut//PL//compound:prt//35 och//KN//cc//39 pröva//VB|INF|AKT//conj//35 ett//DT|NEU|SIN|IND//det//41 arbete//NN|NEU|SIN|IND|NOM//obj//39 på//PP//case//45 den//DT|UTR|SIN|DEF//det//45 reguljära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//45 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//obl//39 .//MAD//punct//22
11.2.1 Definition av övergångsmålet;Målet//NN|NEU|SIN|DEF|NOM//nsubj//48 avser//VB|PRS|AKT//parataxis//22 bruttoövergångar//NN|UTR|PLU|IND|NOM//obj//48 ,//MID//punct//49 dvs.//AB|AN//advmod//53 inklusive//PP//case//53 återgångar//NN|UTR|PLU|IND|NOM//conj//49 .//MAD//punct//48
11.2.1 Definition av övergångsmålet; //_SP////54 I//PP//case//58 detta//DT|NEU|SIN|DEF//det//58 sammanhang//NN|NEU|SIN|IND|NOM//obl//60 bör//VB|PRS|AKT//aux//60 noteras//VB|INF|SFO//conj//22 att//SN//mark//69 med//PP//case//67 hänsyn//NN|UTR|SIN|IND|NOM//fixed//62 tagen//PC|PRF|UTR|SIN|IND|NOM//fixed//62 till//PP//case//66 antalet//NN|NEU|SIN|DEF|NOM//nmod//67 återgångar//NN|UTR|PLU|IND|NOM//obl//69 är//VB|PRS|AKT//cop//69 nettoresultatet//NN|NEU|SIN|DEF|NOM//ccomp//60 för//PP//case//71 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//69 ca//AB|AN//advmod//73 tre//RG|NOM//nummod//74 procent//NN|UTR|PLU|IND|NOM//obl//69 ,//MID//punct//74 dvs.//AB|AN//advmod//78 andelen//NN|UTR|SIN|DEF|NOM//nsubj//78 anställda//NN|UTR|PLU|IND|NOM//appos//74 med//PP//case//80 arbetshandikapp//NN|NEU|SIN|IND|NOM//obl//78 som//HP|-|-|-//nsubj//84 faktiskt//AB|POS//advmod//84  //_SP////82 lämnade//VB|PRT|AKT//acl:relcl//78 Samhall//PM|NOM//obj//84 AB//PM|NOM//flat//85 för//PP//case//90 ett//DT|NEU|SIN|IND//det//90 annat//JJ|POS|NEU|SIN|IND|NOM//amod//90 arbete//NN|NEU|SIN|IND|NOM//obl//84 .//MAD//punct//22
11.2.1 Definition av övergångsmålet;Övergångar//NN|UTR|PLU|IND|NOM//nsubj//2 kan//VB|PRS|AKT//aux//2 ske//VB|INF|AKT//ROOT//2 på//PP//case//6 huvudsakligen//AB//advmod//5 tre//RG|NOM//nummod//6 sätt//NN|NEU|PLU|IND|NOM//obl//2 ://MID//punct//6
11.2.1 Definition av övergångsmålet;den//DT|UTR|SIN|DEF//nsubj//10 anställde//PC|PRF|MAS|SIN|DEF|NOM//nsubj//10 hittar//VB|PRS|AKT//conj//2 på//PP//case//15 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//fixed//11 hand//NN|UTR|SIN|IND|NOM//fixed//11 ett//DT|NEU|SIN|IND//det//15 arbete//NN|NEU|SIN|IND|NOM//obl//10 på//PP//case//19 den//DT|UTR|SIN|DEF//det//19 reguljära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//obl//10 ,//MID//punct//23 Samhalls//PM|GEN//det//23 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//23 arbete//NN|NEU|SIN|IND|NOM//conj//10 med//PP//case//25 övergångar//NN|UTR|PLU|IND|NOM//obl//10 ger//VB|PRS|AKT//advcl//2 resultat//NN|NEU|PLU|IND|NOM//obj//26 eller//KN//cc//32 så//AB//advmod//32 får//VB|PRS|AKT//aux//32 den//DT|UTR|SIN|DEF//nsubj//32 anställde//PC|PRF|MAS|SIN|DEF|NOM//conj//26 ett//DT|NEU|SIN|IND//det//34 arbete//NN|NEU|SIN|IND|NOM//obj//32 med//PP//case//38 hjälp//NN|UTR|SIN|IND|NOM//fixed//35 av//PP//fixed//35 arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//obl//32 (//PAD//punct//26 huvudsakligen//AB//advmod//42 med//PP//case//42 stöd//NN|NEU|SIN|IND|NOM//appos//26 av//PP//case//44 lönebidrag//NN|NEU|PLU|IND|NOM//nmod//42 )//PAD//punct//2 .//MAD//punct//2

11.2.2 Internationell jämförelse av övergångsmål;Mål//NN|NEU|SIN|IND|NOM//ROOT//0 för//PP//advmod//0 övergång//NN|UTR|SIN|IND|NOM//fixed//1 till//PP//case//5 ett//DT|NEU|SIN|IND//det//5 arbete//NN|NEU|SIN|IND|NOM//obl//0 på//PP//case//9 den//DT|UTR|SIN|DEF//det//9 reguljära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//5 –//RG|NOM//punct//11 övergångsmål//NN|UTR|SIN|IND|NOM//nmod//9 –//RG|NOM//punct//0 är//VB|PRS|AKT//cop//17 inte//AB//advmod//17 så//AB//advmod//16 vanligen//AB//advmod//17 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//0 i//PP//case//20 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 länder//NN|NEU|PLU|IND|NOM//obl//17 .//MAD//punct//0
11.2.2 Internationell jämförelse av övergångsmål;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//26 är//VB|PRS|AKT//cop//26 först//AB//advmod//26 under//PP//case//26 1990-talet//NN|NEU|SIN|DEF|NOM//parataxis//0 som//HA//case//28 företagen//NN|NEU|PLU|DEF|NOM//nmod//26 i//PP//case//30 Holland//PM|NOM//nmod//28 och//KN//cc//32 Storbritannien//PM|NOM//conj//30 ,//MID//punct//35 i//PP//case//35 likhet//NN|UTR|SIN|IND|NOM//nmod//28 med//PP//case//37 Norge//PM|NOM//nmod//35 och//KN//cc//39 Sverige//PM|NOM//conj//37 ,//MID//punct//41 har//VB|PRS|AKT//parataxis//0 övergångar//NN|UTR|PLU|IND|NOM//obj//41 som//KN//case//46 en//DT|UTR|SIN|IND//det//46 uttalad//PC|PRF|UTR|SIN|IND|NOM//amod//46 målsättning//NN|UTR|SIN|IND|NOM//nmod//42 för//PP//case//48 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//46 .//MAD//punct//0
11.2.2 Internationell jämförelse av övergångsmål;Ett//DT|NEU|SIN|IND//det//2 kvantifierat//PC|PRF|NEU|SIN|IND|NOM//amod//2 övergångsmål//NN|NEU|SIN|IND|NOM//nsubj//3 finns//VB|PRS|SFO//ROOT//3 ,//MID//punct//3 utöver//PP//advmod//7 i//PP//case//7 Sverige//PM|NOM//obl//3 ,//MID//punct//3 endast//AB//advmod//11 i//PP//case//11 Norge//PM|NOM//obl//3 .//MAD//punct//3
11.2.2 Internationell jämförelse av övergångsmål;I//PP//case//16 den//DT|UTR|SIN|DEF//det//16 norska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 modellen//NN|UTR|SIN|DEF|NOM//obl//18 är//VB|PRS|AKT//cop//18 målsättningen//NN|UTR|SIN|DEF|NOM//parataxis//3 att//SN//mark//30 minst//AB|SUV//advmod//21 50//RG|NOM//nummod//22 procent//NN|UTR|PLU|IND|NOM//nsubj//30 av//PP//case//24 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//22 som//HP|-|-|-//nsubj//26 lämnar//VB|PRS|AKT//acl:relcl//24 fas//NN|UTR|SIN|IND|NOM//nmod//28 2//RG|NOM//obl//26 skall//VB|PRS|AKT//aux//30 gå//VB|INF|AKT//csubj//18 över//PL//compound:prt//30 till//PP//case//33 arbete//NN|NEU|SIN|IND|NOM//obl//30 på//PP//case//37 den//DT|UTR|SIN|DEF//det//37 reguljära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//obl//30 eller//KN//cc//41 till//PP//case//41 reguljär//PC|PRF|UTR|SIN|IND|NOM//amod//41 utbildning//NN|UTR|SIN|IND|NOM//conj//37 .//MAD//punct//18
11.2.2 Internationell jämförelse av övergångsmål;Målet//NN|NEU|SIN|DEF|NOM//nsubj:pass//47 har//VB|PRS|AKT//aux//47 hittills//AB//advmod//47 inte//AB//advmod//47 uppnåtts//VB|SUP|SFO//parataxis//18 .//MAD//punct//47
11.2.2 Internationell jämförelse av övergångsmål;Andelen//NN|UTR|SIN|DEF|NOM//nsubj//57 övergångar//NN|UTR|PLU|IND|NOM//nsubj//57 till//PP//case//53 reguljärt//JJ|POS|NEU|SIN|IND|NOM//amod//53 arbete//NN|NEU|SIN|IND|NOM//nmod//50 eller//KN//cc//55 utbildning//NN|UTR|SIN|IND|NOM//conj//53 har//VB|PRS|AKT//aux//57 uppgått//VB|SUP|AKT//conj//47 till//PP//case//61 ca//AB|AN//advmod//60 40//RG|NOM//nummod//61 procent//NN|UTR|PLU|IND|NOM//obl//57 under//PP//case//65 de//DT|UTR/NEU|PLU|DEF//det//65 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//65 åren//NN|NEU|PLU|DEF|NOM//obl//57 .//MAD//punct//18
11.2.2 Internationell jämförelse av övergångsmål;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//70 bör//VB|PRS|AKT//aux//70 här//AB//advmod//70 noteras//VB|INF|SFO//conj//3 att//SN//mark//77 målet//NN|NEU|SIN|DEF|NOM//nsubj//77 i//PP//case//76 den//DT|UTR|SIN|DEF//det//76 norska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//76 modellen//NN|UTR|SIN|DEF|NOM//nmod//72 avser//VB|PRS|AKT//csubj//70 andelen//NN|UTR|SIN|DEF|NOM//obj//77 av//PP//case//80 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//78 som//HP|-|-|-//nsubj//82 lämnat//VB|SUP|AKT//acl:relcl//80  //_SP////82 fas//NN|UTR|SIN|IND|NOM//nmod//85 2//RG|NOM//obl//82 ,//MID//punct//90 till//PP//case//90 skillnad//NN|UTR|SIN|IND|NOM//fixed//87 från//PP//fixed//87 målet//NN|NEU|SIN|DEF|NOM//obl//77 för//PP//case//92 Samhall//PM|NOM//nmod//90 AB//PM|NOM//flat//92 som//HP|-|-|-//nsubj//95 avser//VB|PRS|AKT//acl:relcl//93 andelen//NN|UTR|SIN|DEF|NOM//obj//95 av//PP//case//99 de//DT|UTR/NEU|PLU|DEF//det//99 anställda//NN|UTR|PLU|IND|NOM//nmod//96 .//MAD//punct//70
11.2.2 Internationell jämförelse av övergångsmål;Verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//109 i//PP//case//104 fas//NN|UTR|SIN|IND|NOM//nmod//104 2//RG|NOM//nmod//101 i//PP//case//108 den//DT|UTR|SIN|DEF//det//108 norska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//108 modellen//NN|UTR|SIN|DEF|NOM//nmod//101 skiljer//VB|PRS|AKT//parataxis//70 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//109 från//PP//case//112 Samhall//PM|NOM//obl//109 vad//HP|NEU|SIN|IND//nsubj//114 gäller//VB|PRS|AKT//advcl//109 målgrupp//NN|UTR|SIN|IND|NOM//obj//114 och//KN//cc//117 syfte//NN|NEU|SIN|IND|NOM//conj//115 med//PP//case//119 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//117 ,//MID//punct//124 där//HA//advmod//124 den//DT|UTR|SIN|DEF//det//123 förra//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//124 riktar//VB|PRS|AKT//advcl//109 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//124 emot//PP//advmod//124 en//DT|UTR|SIN|IND//det//131 relativt//AB|POS//advmod//129 sett//PC|PRF|NEU|SIN|IND|NOM//amod//131 starkare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//131 grupp//NN|UTR|SIN|IND|NOM//obj//124 med//PP//case//135 det//DT|NEU|SIN|DEF//det//135 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//135 syftet//NN|NEU|SIN|DEF|NOM//nmod//131 att//IE//mark//137 få//VB|INF|AKT//acl//135 till//PP//compound:prt//137 stånd//NN|NEU|SIN|IND|NOM//fixed//138 övergångar//NN|UTR|PLU|IND|NOM//obj//137 till//PP//case//142 arbeten//NN|NEU|PLU|IND|NOM//nmod//140 på//PP//case//146 den//DT|UTR|SIN|DEF//det//146 reguljära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//146 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//obl//137 .//MAD//punct//109
11.2.2 Internationell jämförelse av övergångsmål;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//149 gör//VB|PRS|AKT//conj//109 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//149 svårt//JJ|POS|NEU|SIN|IND|NOM//xcomp//149 att//IE//mark//153 jämföra//VB|INF|AKT//acl//151 resultat//NN|NEU|PLU|IND|NOM//obj//153 mellan//PP//case//158 de//DT|UTR/NEU|PLU|DEF//det//158 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//158 länderna//NN|NEU|PLU|DEF|NOM//obl//153 i//PP//case//162 form//NN|UTR|SIN|IND|NOM//fixed//159 av//PP//fixed//159 övergångar//NN|UTR|PLU|IND|NOM//nmod//158 till//PP//case//166 den//DT|UTR|SIN|DEF//det//166 reguljära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//166 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//162 .//MAD//punct//149
11.2.2 Internationell jämförelse av övergångsmål;Den//DT|UTR|SIN|DEF//det//170 norska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//170 modellen//NN|UTR|SIN|DEF|NOM//nsubj//171 beskrivs//VB|PRS|SFO//parataxis//149 närmare//AB|KOM//advmod//171 i//PP//case//174 kapitel//NN|NEU|SIN|IND|NOM//obl//171 2//RG|NOM//nummod//174 .//MAD//punct//3

11.2.3 Förändringar av övergångsmålet;Övergångsmålet//NN|NEU|SIN|DEF|NOM//nsubj:pass//4 för//PP//case//2 Samhall//PM|NOM//nmod//0 AB//PM|NOM//flat//2 sattes//VB|PRT|SFO//ROOT//4 från//PP//case//6 början//NN|UTR|SIN|DEF|NOM//obl//4 till//PP//case//9 tre//RG|NOM//nummod//9 procent//NN|UTR|PLU|IND|NOM//obl//4 .//MAD//punct//4
11.2.3 Förändringar av övergångsmålet;Ingen//DT|UTR|SIN|IND//det//14 mer//AB|KOM//advmod//13 utförlig//JJ|POS|UTR|SIN|IND|NOM//amod//14 analys//NN|UTR|SIN|IND|NOM//nsubj:pass//23 av//PP//case//17 vilken//HD|UTR|SIN|IND//det//17 övergångsnivå//NN|UTR|SIN|IND|NOM//nmod//14 som//HP|-|-|-//nsubj//22 skulle//VB|PRT|AKT//aux//22 kunna//VB|INF|AKT//aux//22 vara//VB|INF|AKT//cop//22 rimlig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//17 genomfördes//VB|PRT|SFO//parataxis//4 emellertid//AB//advmod//23 i//PP//mark//30 samband//NN|NEU|SIN|IND|NOM//fixed//25 med//PP//fixed//25 att//SN//mark//30 målet//NN|NEU|SIN|DEF|NOM//nsubj:pass//30 infördes//VB|PRT|SFO//advcl//23 .//MAD//punct//4
11.2.3 Förändringar av övergångsmålet;Fram//AB//advmod//36 till//AB//case//36 och//KN//fixed//33 med//AB//fixed//33 1999//RG|NOM//obl//4 har//VB|PRS|AKT//aux//39 målet//NN|NEU|SIN|DEF|NOM//nsubj//39 varit//VB|SUP|AKT//conj//4 att//SN//mark//51 minst//AB|SUV//advmod//42 tre//RG|NOM//nummod//43 procent//NN|UTR|PLU|IND|NOM//nsubj//51 av//PP//case//46 de//DT|UTR/NEU|PLU|DEF//det//46 anställda//NN|UTR|PLU|IND|NOM//nmod//43 med//PP//case//48 arbetshandikapp//NN|NEU|SIN|IND|NOM//nmod//46 skall//VB|PRS|AKT//aux//51 kunna//VB|INF|AKT//aux//51 gå//VB|INF|AKT//ccomp//39 över//PL//compound:prt//51 till//PP//case//55 annat//JJ|POS|NEU|SIN|IND|NOM//amod//55 arbete//NN|NEU|SIN|IND|NOM//obl//51 .//MAD//punct//4
11.2.3 Förändringar av övergångsmålet;Både//KN//cc//58 RRV//PM|NOM//nsubj//61 och//KN//cc//60 LOSAM-utredningen//NN|UTR|SIN|DEF|NOM//conj//58 pekade//VB|PRT|AKT//conj//4 på//PP//mark//69 att//SN//mark//69 övergångskravet//NN|NEU|SIN|DEF|NOM//nsubj//69 skulle//VB|PRT|AKT//aux//69 kunna//VB|INF|AKT//aux//69 vara//VB|INF|AKT//cop//69 betydligt//AB//advmod//69 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//61 .//MAD//punct//4
11.2.3 Förändringar av övergångsmålet;Övergångsmålet//NN|NEU|SIN|DEF|NOM//nsubj:pass//72 höjdes//VB|PRT|SFO//parataxis//4 till//PP//case//75 fem//RG|NOM//nummod//75 procent//NN|UTR|PLU|IND|NOM//obl//72 fr.o.m.//AB|AN//case//78 år//NN|NEU|SIN|IND|NOM//nmod//78 2000//RG|NOM//obl//72 .//MAD//punct//4
11.2.3 Förändringar av övergångsmålet;Efter//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 i//PP//case//4 Samhalls//PM|GEN//det//4 ledning//NN|UTR|SIN|IND|NOM//nmod//1 1995//RG|NOM//nummod//4 avser//VB|PRS|AKT//ROOT//6 övergångar//NN|UTR|PLU|IND|NOM//nsubj:pass//6 endast//AB//advmod//9 tillsvidareanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advmod//6  //_SP////9 med//PP//case//12 arbetshandikapp//NN|NEU|SIN|IND|NOM//obl//6 ,//MID//punct//6 eftersom//SN//mark//16 man//PN|UTR|SIN|IND|SUB//nsubj//16 ansåg//VB|PRT|AKT//advcl//6 att//SN//mark//21 en//DT|UTR|SIN|IND//det//19 övergång//NN|UTR|SIN|IND|NOM//nsubj//21 bör//VB|PRS|AKT//aux//21 förutsätta//VB|INF|AKT//ccomp//16 ett//DT|NEU|SIN|IND//det//25 mer//AB|KOM//advmod//24 långvarigt//JJ|POS|NEU|SIN|IND|NOM//amod//25 rehabiliterings-//NN|UTR|-|-|SMS//obj//21 och//KN//cc//27 personalutvecklingsarbete//NN|NEU|SIN|IND|NOM//conj//25 .//MAD//punct//6
11.2.3 Förändringar av övergångsmålet;Före//PP//case//30 1995//RG|NOM//obl//31 omfattade//VB|PRT|AKT//parataxis//6 övergångarna//NN|UTR|PLU|DEF|NOM//nsubj//31 även//AB//advmod//34 visstidsanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//31 .//MAD//punct//31
11.2.3 Förändringar av övergångsmålet;I//PP//case//37 avtalet//NN|NEU|SIN|DEF|NOM//obl//31 mellan//PP//case//39 staten//NN|UTR|SIN|DEF|NOM//nmod//37 och//KN//cc//41 Samhall//PM|NOM//conj//39 AB//PM|NOM//flat:name//41 har//VB|PRS|AKT//aux//50 dock//AB//advmod//50 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 tiden//NN|UTR|SIN|DEF|NOM//obl//50 en//DT|UTR|SIN|IND//det//49 annan//JJ|POS|UTR|SIN|IND|NOM//amod//49 definition//NN|UTR|SIN|IND|NOM//nsubj:pass//50 förutsatts//VB|SUP|SFO//conj//6 .//MAD//punct//50
11.2.3 Förändringar av övergångsmålet;Fr.o.m.//AB|AN//obl//56 2003//RG|NOM//nummod//52 har//VB|PRS|AKT//aux//56 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//56 ändrats//VB|SUP|SFO//parataxis//50 och//KN//cc//59 nu//AB//advmod//59 anges//VB|PRS|SFO//conj//56 i//PP//case//61 avtalet//NN|NEU|SIN|DEF|NOM//obl//59 mellan//PP//case//63 staten//NN|UTR|SIN|DEF|NOM//nmod//61 och//KN//cc//65 Samhall//PM|NOM//conj//63 AB//PM|NOM//flat:name//65 att//SN//mark//70 övergångarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//70 skall//VB|PRS|AKT//aux//70 räknas//VB|INF|SFO//ccomp//6 av//PP//case//72 tillsvidareanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//70  //_SP////72 med//PP//case//75 arbetshandikapp//NN|NEU|SIN|IND|NOM//obl//72 .//MAD//punct//6

11.2.4 Samhall AB:s resultat i förhållande till övergångsmålet;I//PP//case//2 tabell//NN|UTR|SIN|IND|NOM//amod//2 11.2//RG|NOM//obl//3 nedan//AB//advmod//4 redovisas//VB|PRS|SFO//ROOT//4 mål//NN|NEU|SIN|IND|NOM//nsubj:pass//4 och//KN//cc//7 måluppfyllelse//NN|UTR|SIN|IND|NOM//conj//5 för//PP//case//9 övergångar//NN|UTR|PLU|IND|NOM//nmod//7 mellan//PP//case//11 1992//RG|NOM//nmod//9 och//KN//cc//11 2002//RG|NOM//nummod//11 .//MAD//punct//4
11.2.4 Samhall AB:s resultat i förhållande till övergångsmålet;Av//PP//case//16 tabellen//NN|UTR|SIN|DEF|NOM//obl//17 framgår//VB|PRS|AKT//parataxis//4 att//SN//mark//19 Samhall//PM|NOM//ccomp//17 AB//PM|NOM//obj//19 ,//MID//punct//19 med//PP//case//24 några//DT|UTR/NEU|PLU|IND//det//24 undantag//NN|NEU|PLU|IND|NOM//nmod//19 ,//MID//punct//19 uppfyllt//VB|SUP|AKT//advcl//17 övergångsmålet//NN|NEU|SIN|DEF|NOM//obj//26 varje//DT|UTR/NEU|SIN|IND//det//29 år//NN|NEU|SIN|IND|NOM//obl//26 sedan//PP//case//32 målets//NN|NEU|SIN|DEF|GEN//nmod:poss//32 tillkomst//NN|UTR|SIN|IND|NOM//obl//26 .//MAD//punct//17
11.2.4 Samhall AB:s resultat i förhållande till övergångsmålet;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
11.2.4 Samhall AB:s resultat i förhållande till övergångsmålet; //_SP////1 Samhall//PM|NOM//appos//0 AB//PM|NOM//flat//3
11.2.4 Samhall AB:s resultat i förhållande till övergångsmålet;Även//AB//mark//7 om//SN//fixed//0 Samhall//PM|NOM//nsubj//7 AB//PM|NOM//flat//2 i//PP//advmod//7 stort//JJ|POS|NEU|SIN|IND|NOM//fixed//4 sett//PC|PRF|NEU|SIN|IND|NOM//fixed//4 uppfyllt//PC|PRF|NEU|SIN|IND|NOM//advcl//9 övergångskravet//NN|NEU|SIN|DEF|NOM//obj//7 pekar//VB|PRS|AKT//ROOT//9 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 studier//NN|UTR|PLU|IND|NOM//obj//9 på//PP//mark//19 att//SN//mark//19 övergångskravet//NN|NEU|SIN|DEF|NOM//nsubj//19 skulle//VB|PRT|AKT//aux//19 kunna//VB|INF|AKT//aux//19 vara//VB|INF|AKT//cop//19 betydligt//AB//advmod//19 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//9 .//MAD//punct//9
11.2.4 Samhall AB:s resultat i förhållande till övergångsmålet;Enligt//PP//case//22 RRV//PM|NOM//obl//9 ://MID//punct//22 s//NN|NEU|SIN|IND|GEN//case//26 rapport//NN|UTR|SIN|IND|NOM//nmod//26 Samhall//PM|NOM//appos//22 –//RG|NOM//punct//30 en//DT|UTR|SIN|IND//det//30 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//30 åtgärd//NN|UTR|SIN|IND|NOM//appos//26 ?//MID//punct//30
