En etnologisk studie av hur det går till när man blir kommunalpolitiskt engagerad;Av//PP//case//1 Jan//PM|NOM//ROOT//1 Fredriksson//PM|NOM//flat//1
3.5 Tvekade inte;Flertalet//NN|NEU|SIN|DEF|NOM//nsubj//6 av//PP//case//2 politikerna//NN|UTR|PLU|DEF|NOM//nmod//0 i//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 studien//NN|UTR|SIN|DEF|NOM//nmod//2 ger//VB|PRS|AKT//ROOT//6 intryck//NN|NEU|SIN|IND|NOM//obj//6 av//PP//mark//12 att//SN//mark//12 man//PN|UTR|SIN|IND|SUB//nsubj//12 inte//AB//advmod//12 tvekade//VB|PRT|AKT//ccomp//6 att//IE//mark//14 ställa//VB|INF|AKT//xcomp//12 upp//PL//compound:prt//14 som//KN//case//17 förtroendevald//PC|PRF|UTR|SIN|IND|NOM//obl//14 när//HA//mark//20 man//PN|UTR|SIN|IND|SUB//nsubj//20 blev//VB|PRT|AKT//advcl//12 tillfrågade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//20 .//MAD//punct//6
3.5 Tvekade inte;Man//PN|UTR|SIN|IND|SUB//nsubj//24 glider//VB|PRS|AKT//parataxis//6 över//PL//compound:prt//24 från//PP//case//28 ett//DT|NEU|SIN|IND//det//28 engagemang//NN|NEU|SIN|IND|NOM//obl//24 till//PP//case//31 ett//DT|NEU|SIN|IND//det//31 annat//JJ|POS|NEU|SIN|IND|NOM//nmod//28 .//MAD//punct//24
3.5 Tvekade inte;Men//KN//cc//38 två//RG|NOM//nsubj//38 av//PP//case//36 politikerna//NN|UTR|PLU|DEF|NOM//nmod//34 var//VB|PRT|AKT//cop//38 tveksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//24 till//PP//mark//41 att//IE//mark//41 ställa//VB|INF|AKT//advcl//38 upp//PL//compound:prt//41 ,//MID//punct//38 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//45 blev//VB|PRT|AKT//parataxis//38 mer//AB|KOM//advmod//49 eller//KN//cc//48 mindre//AB|KOM//conj//46 övertalade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//45 .//MAD//punct//38
3.5 Tvekade inte;Den//DT|UTR|SIN|DEF//det//53 norske//JJ|POS|MAS|SIN|DEF|NOM//amod//53 statsvetaren//NN|UTR|SIN|DEF|NOM//nmod//54 Jacob//PM|NOM//nsubj//56 Aars//PM|NOM//flat:name//54 gör//VB|PRS|AKT//parataxis//38 en//DT|UTR|SIN|IND//det//58 distinktion//NN|UTR|SIN|IND|NOM//obj//56 mellan//PP//case//61 ”//PAD//punct//61 villighet//NN|UTR|SIN|IND|NOM//nmod//58 ”//RG|NOM//punct//56 och//KN//cc//65 ”//PAD//punct//65 vilja//NN|UTR|SIN|IND|NOM//conj//56 ”//PAD//punct//65 (//PAD//punct//65 Aars//PM|NOM//appos//65 1998//RG|NOM//nummod//68 )//PAD//punct//65 .//MAD//punct//56
3.5 Tvekade inte;Den//PN|UTR|SIN|DEF|SUB/OBJ//dislocated//90 som//HP|-|-|-//nsubj//75 är//VB|PRS|AKT//cop//75 villig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//72 att//IE//mark//77 ta//VB|INF|AKT//advcl//75 på//PL//case//79 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//77 ett//DT|NEU|SIN|IND//det//81 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//86 behöver//VB|PRS|AKT//aux//86 inte//AB//advmod//86 riktigt//AB//advmod//86 vilja//VB|INF|AKT//aux//86 göra//VB|INF|AKT//conj//75 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//86 .//MAD//punct//72
3.5 Tvekade inte;Man//PN|UTR|SIN|IND|SUB//nsubj//90 låter//VB|PRS|AKT//conj//56 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//90 nomineras//VB|INF|SFO//xcomp//90 för//PP//case//95 ett//DT|NEU|SIN|IND//det//95 uppdrag//NN|NEU|SIN|IND|NOM//obl//92 utan//PP//mark//99 att//IE//mark//99 vara//VB|INF|AKT//cop//99 motiverad//PC|PRF|UTR|SIN|IND|NOM//acl//95 för//PP//case//101 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//99 .//MAD//punct//90
3.5 Tvekade inte;Aars//PM|NOM//nsubj//104 menar//VB|PRS|AKT//conj//90 att//SN//mark//109 motivation//NN|UTR|SIN|IND|NOM//nsubj//109 är//VB|PRS|AKT//cop//109 inte//AB//advmod//109 något//PN|NEU|SIN|IND|SUB/OBJ//ccomp//104 som//HP|-|-|-//nsubj//112 bara//AB//advmod//112 uppstår//VB|PRS|AKT//acl:relcl//109 eller//KN//cc//114 finns//VB|PRS|SFO//conj//112 där//AB//advmod//114 .//MID//punct//109
3.5 Tvekade inte;Även//AB//mark//120 om//SN//fixed//117 man//PN|UTR|SIN|IND|SUB//nsubj//120 har//VB|PRS|AKT//advcl//128 förutsättningar//NN|UTR|PLU|IND|NOM//obj//120 att//IE//mark//123 ta//VB|INF|AKT//acl//121 uppdraget//NN|NEU|SIN|DEF|NOM//obj//123 är//VB|PRS|AKT//cop//128 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//128 inte//AB//advmod//128 säkert//JJ|POS|NEU|SIN|IND|NOM//conj//109 att//SN//mark//133 man//PN|UTR|SIN|IND|SUB//nsubj//133 verkligen//AB//advmod//133 vill//VB|PRS|AKT//aux//133 ha//VB|INF|AKT//acl//128 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//133 ,//MID//punct//133 att//SN//mark//138 man//PN|UTR|SIN|IND|SUB//nsubj//138 har//VB|PRS|AKT//ccomp//133 den//DT|UTR|SIN|DEF//det//141 rätta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//141 motivationen//NN|UTR|SIN|DEF|NOM//obj//138 ,//MID//punct//146 och//KN//cc//146 att//SN//mark//146 man//PN|UTR|SIN|IND|SUB//nsubj//146 upplever//VB|PRS|AKT//conj//104 det//DT|NEU|SIN|DEF//det//149 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//149 engagemang//NN|NEU|SIN|IND|NOM//obj//146 som//KN//mark//151 meningsfullt//JJ|POS|NEU|SIN|IND|NOM//acl//149 .//MID//punct//146
3.5 Tvekade inte;Ett//DT|NEU|SIN|IND//det//155 stort//JJ|POS|NEU|SIN|IND|NOM//amod//155 antal//NN|NEU|SIN|IND|NOM//nsubj//161 av//PP//case//157 politikerna//NN|UTR|PLU|DEF|NOM//nmod//155 i//PP//case//160 denna//DT|UTR|SIN|DEF//det//160 studie//NN|UTR|SIN|IND|NOM//nmod//155 hade//VB|PRT|AKT//parataxis//146 en//DT|UTR|SIN|IND//det//166 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//166 eller//KN//cc//165 kortare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//163 period//NN|UTR|SIN|IND|NOM//obj//161 av//PP//case//168 förberedelser//NN|UTR|PLU|IND|NOM//nmod//166 inför//PP//case//172 ett//DT|NEU|SIN|IND//det//172 politiskt//JJ|POS|NEU|SIN|IND|NOM//amod//172 engagemang//NN|NEU|SIN|IND|NOM//obl//161 ,//MID//punct//146 men//KN//cc//178 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//178 är//VB|PRS|AKT//cop//178 inte//AB//advmod//178 säkert//JJ|POS|NEU|SIN|IND|NOM//conj//104 att//SN//mark//190 motivationen//NN|UTR|SIN|DEF|NOM//nsubj//190 för//PP//mark//183 att//IE//mark//183 ta//VB|INF|AKT//acl//180 klivet//NN|NEU|SIN|DEF|NOM//obj//183 till//PP//case//188 ett//DT|NEU|SIN|IND//det//188 kommunalt//JJ|POS|NEU|SIN|IND|NOM//amod//188 förtroendeuppdrag//NN|NEU|SIN|IND|NOM//obl//183 verkligen//AB//advmod//190 fanns//VB|PRT|SFO//csubj//178 där//AB//advmod//190 .//MID//punct//90
3.5 Tvekade inte;Motivation//NN|UTR|SIN|IND|NOM//nsubj//195 är//VB|PRS|AKT//cop//195 något//PN|NEU|SIN|IND|SUB/OBJ//parataxis//90 som//HP|-|-|-//nsubj:pass//197 utvecklas//VB|PRS|SFO//acl:relcl//195 i//PP//case//199 samspel//NN|NEU|SIN|IND|NOM//obl//197 med//PP//case//201 erfarenheter//NN|UTR|PLU|IND|NOM//nmod//199 och//KN//cc//203 förutsättningar//NN|UTR|PLU|IND|NOM//conj//201 .//MAD//punct//195
3.5 Tvekade inte;Man//PN|UTR|SIN|IND|SUB//nsubj//208 kanske//AB//advmod//208 är//VB|PRS|AKT//cop//208 tveksam//JJ|POS|UTR|SIN|IND|NOM//parataxis//195 till//PP//case//211 en//DT|UTR|SIN|IND//det//211 början//NN|UTR|SIN|IND|NOM//obl//208 ,//MID//punct//222 men//KN//cc//222 efter//PP//mark//218 att//SN//fixed//214 man//PN|UTR|SIN|IND|SUB//nsubj//218 har//VB|PRS|AKT//aux//218 varit//VB|SUP|AKT//advcl//222 med//PL//case//221 ett//DT|NEU|SIN|IND//det//221 tag//NN|NEU|SIN|IND|NOM//obl//222 utvecklas//VB|PRS|SFO//conj//208 motivationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//222 och//KN//cc//225 blir//VB|PRS|AKT//conj//222 starkare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//225 eller//KN//cc//228 omvänt//AB//conj//226 .//MAD//punct//208
3.5 Tvekade inte;Två//RG|NOM//nsubj//6 av//PP//case//2 politikerna//NN|UTR|PLU|DEF|NOM//nmod//0 i//PP//case//4 studien//NN|UTR|SIN|DEF|NOM//nmod//2 var//VB|PRT|AKT//cop//6 tveksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//6 till//PP//mark//9 att//IE//mark//9 ställa//VB|INF|AKT//advcl//6 upp//PL//compound:prt//9 och//KN//cc//12 ta//VB|INF|AKT//conj//9 på//PL//case//14 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//compound:prt//12 ett//DT|NEU|SIN|IND//det//16 uppdrag//NN|NEU|SIN|IND|NOM//obj//12 .//MAD//punct//6
3.5 Tvekade inte;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//19 ville//VB|PRT|AKT//parataxis//6 egentligen//AB//advmod//19 inte//AB//advmod//19 .//MAD//punct//19
3.5 Tvekade inte;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//24 representerar//VB|PRS|AKT//parataxis//19 den//DT|UTR|SIN|DEF//det//26 pliktkänsla//NN|UTR|SIN|IND|NOM//obj//24 som//HP|-|-|-//obl//31 ett//DT|NEU|SIN|IND//det//29 flertal//NN|NEU|SIN|IND|NOM//nmod//30 politiker//NN|UTR|PLU|IND|NOM//nsubj//31 ger//VB|PRS|AKT//acl:relcl//26 uttryck//NN|NEU|SIN|IND|NOM//obj//31 för//PP//case//27 .//MAD//punct//19
3.5 Tvekade inte;Man//PN|UTR|SIN|IND|SUB//nsubj//36 kände//VB|PRT|AKT//conj//19 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//36 tvungen//PC|PRF|UTR|SIN|IND|NOM//xcomp//36 när//HA//mark//42 inga//DT|UTR/NEU|PLU|IND//det//41 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//42 ställde//VB|PRT|AKT//advcl//38 upp//PL//compound:prt//42 ,//MID//punct//42 man//PN|UTR|SIN|IND|SUB//nsubj//47 hade//VB|PRT|AKT//aux//47 fått//VB|SUP|AKT//conj//36 ett//DT|NEU|SIN|IND//det//49 förtroende//NN|NEU|SIN|IND|NOM//obj//47 ,//MID//punct//54 man//PN|UTR|SIN|IND|SUB//nsubj//54 vill//VB|PRS|AKT//aux//54 inte//AB//advmod//54 svika//VB|INF|AKT//conj//36 .//MAD//punct//36
3.5 Tvekade inte;Att//SN//mark//3 Stina//PM|NOM//nsubj//3 Broqvist//PM|NOM//flat//1 tog//VB|PRT|AKT//csubj//8 på//PL//case//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//3 sitt//PS|NEU|SIN|DEF//nmod:poss//7 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//8 berodde//VB|PRT|AKT//ROOT//8 på//PP//mark//14 att//SN//mark//14 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//14 var//VB|PRT|AKT//cop//14 så//AB//advmod//14 få//PN|UTR/NEU|PLU|IND|SUB/OBJ//advcl//8 i//PP//case//16 partiet//NN|NEU|SIN|DEF|NOM//obl//14 på//PP//case//18 orten//NN|UTR|SIN|DEF|NOM//obl//14 och//KN//cc//22 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//22 var//VB|PRT|AKT//aux:pass//22 tvungna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//8 att//IE//mark//24 ha//VB|INF|AKT//xcomp//22 ett//DT|NEU|SIN|IND//det//26 namn//NN|NEU|SIN|IND|NOM//obj//24 på//PP//case//28 listan//NN|UTR|SIN|DEF|NOM//obl//24 .//MAD//punct//8
3.5 Tvekade inte;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 var//VB|PRT|AKT//cop//2 för//PP//mark//7 att//SN//mark//7 vi//PN|UTR|PLU|DEF|SUB//nsubj//7 var//VB|PRT|AKT//cop//7 så//AB//advmod//7 få//JJ|POS|UTR/NEU|PLU|IND|NOM//advcl//13 medlemmar//NN|UTR|PLU|IND|NOM//obj//7 i//PP//case//10 X-orten//NN|UTR|SIN|DEF|NOM//obl//7 ,//MID//punct//13 då//AB//advmod//13 blir//VB|PRS|AKT//ROOT//13 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//13 att//IE//mark//22 så//AB//advmod//22 gott//AB|POS//fixed//16 som//HA//obj//22 alla//DT|UTR/NEU|PLU|IND/DEF//det//20 medlemmarna//NN|UTR|PLU|DEF|NOM//nsubj//22 får//VB|PRS|AKT//aux//22 vara//VB|INF|AKT//xcomp//13 med//PL//compound:prt//22 på//PP//case//25 listan//NN|UTR|SIN|DEF|NOM//obl//22 .//MAD//punct//13
3.5 Tvekade inte;Jag//PN|UTR|SIN|DEF|SUB//nsubj//31 hade//VB|PRT|AKT//aux//31 ju//AB//advmod//31 inte//AB//advmod//31 tänkt//VB|SUP|AKT//parataxis//13 mig//PN|UTR|SIN|DEF|OBJ//obj//31 att//SN//mark//36 jag//PN|UTR|SIN|DEF|SUB//nsubj//36 skulle//VB|PRT|AKT//aux//36 bli//VB|INF|AKT//ccomp//31 invald//PC|PRF|UTR|SIN|IND|NOM//xcomp//36 .//MAD//punct//13
3.5 Tvekade inte;Eskil//PM|NOM//nsubj//2 Falkman//PM|NOM//flat:name//0 tar//VB|PRS|AKT//ROOT//2 också//AB//advmod//2 upp//PL//compound:prt//2 plikten//NN|UTR|SIN|DEF|NOM//obj//2 som//KN//case//9 ett//DT|NEU|SIN|IND//det//9 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 skäl//NN|NEU|SIN|IND|NOM//obl//2 till//PP//mark//13 varför//HA//advmod//13 han//PN|UTR|SIN|DEF|SUB//nsubj//13 ställde//VB|PRT|AKT//acl//9 upp//PL//compound:prt//13 som//KN//case//16 förtroendevald//PC|PRF|UTR|SIN|IND|NOM//obl//13 .//MID//punct//2
3.5 Tvekade inte;Han//PN|UTR|SIN|DEF|SUB//nsubj//19 satt//VB|PRT|AKT//parataxis//2 i//PP//case//23 partiets//NN|NEU|SIN|DEF|GEN//nmod:poss//23 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 styrelse//NN|UTR|SIN|IND|NOM//obl//19 och//KN//cc//25 kände//VB|PRT|AKT//conj//19 ett//DT|NEU|SIN|IND//det//27 ansvar//NN|NEU|SIN|IND|NOM//obj//25 att//IE//mark//29 ställa//VB|INF|AKT//acl//27 upp//PL//compound:prt//29 .//MAD//punct//19
3.5 Tvekade inte;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 ju//AB//advmod//3 svårt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 att//IE//mark//5 få//VB|INF|AKT//csubj//3 folk//NN|NEU|PLU|IND|NOM//obj//5 till//PP//case//8 politiken//NN|UTR|SIN|DEF|NOM//obl//5 ,//MID//punct//12 att//IE//mark//12 kunna//VB|INF|AKT//aux//12 bemanna//VB|INF|AKT//conj//5 alla//DT|UTR/NEU|PLU|IND/DEF//det//14 poster//NN|UTR|PLU|IND|NOM//obj//12 .//MID//punct//3
3.5 Tvekade inte;Så//KN//mark//18 man//PN|UTR|SIN|IND|SUB//nsubj//18 kände//VB|PRT|AKT//conj//3 en//DT|UTR|SIN|IND//det//21 viss//JJ|POS|UTR|SIN|IND|NOM//amod//21 skyldighet//NN|UTR|SIN|IND|NOM//obj//18 att//IE//mark//23 ställa//VB|INF|AKT//acl//21 upp//PL//compound:prt//23 och//KN//cc//26 ta//VB|INF|AKT//conj//23 suppleantplatsen//NN|UTR|SIN|DEF|NOM//obj//26 .//MAD//punct//18
3.5 Tvekade inte;Att//SN//mark//31 man//PN|UTR|SIN|IND|SUB//nsubj//31 hade//VB|PRT|AKT//ccomp//18 någonting//PN|NEU|SIN|IND|SUB/OBJ//obj//31 och//KN//cc//35 inte//AB//advmod//35 tackade//VB|PRT|AKT//conj//31 nej//IN//obj//35 till//PP//case//38 allt//PN|NEU|SIN|IND|SUB/OBJ//obl//35 .//MAD//punct//3
3.5 Tvekade inte;Att//SN//mark//5 Broqvist//PM|NOM//nsubj//5 och//KN//cc//3 Falkman//PM|NOM//conj//1 var//VB|PRT|AKT//cop//5 tveksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//5 till//PP//mark//8 att//IE//mark//8 ställa//VB|INF|AKT//advcl//5 upp//PL//compound:prt//8 som//KN//mark//14 förtroendevalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advmod//14 har//VB|PRS|AKT//aux//14 också//AB//advmod//14 lett//VB|SUP|AKT//advcl//8 till//PP//mark//21 att//SN//mark//21 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//21 inte//AB//advmod//21 kommer//VB|PRS|AKT//aux//21 att//IE//mark//21 ställa//VB|INF|AKT//advcl//14 upp//PL//compound:prt//21 vid//PP//case//26 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 års//NN|NEU|SIN|IND|GEN//nmod:poss//26 val//NN|NEU|SIN|IND|NOM//obl//21 .//MAD//punct//5
3.5 Tvekade inte;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//29 upplever//VB|PRS|AKT//parataxis//5 inte//AB//advmod//29 sitt//PS|NEU|SIN|DEF//nmod:poss//32 engagemanget//NN|NEU|SIN|DEF|NOM//obj//29 som//KN//mark//34 meningsfullt//JJ|POS|NEU|SIN|IND|NOM//advmod//29 .//MID//punct//29
3.5 Tvekade inte;Kommunalpolitiken//PM|NOM//nsubj//37 blev//VB|PRT|AKT//parataxis//29 endast//AB//advmod//37 en//DT|UTR|SIN|IND//det//40 parentes//NN|UTR|SIN|IND|NOM//xcomp//37 för//PP//case//42 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//40 .//MAD//punct//37
3.5 Tvekade inte;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//47 är//VB|PRS|AKT//cop//47 också//AB//advmod//47 något//PN|NEU|SIN|IND|SUB/OBJ//parataxis//37 som//HP|-|-|-//nsubj//49 gäller//VB|PRS|AKT//acl:relcl//47 för//PP//case//51 Greta//PM|NOM//obl//49 Svensson//PM|NOM//flat:name//51 som//HP|-|-|-//nsubj//54 hänvisar//VB|PRS|AKT//acl:relcl//51 till//PP//case//56 åldern//NN|UTR|SIN|DEF|NOM//obl//54 och//KN//cc//61 att//SN//mark//61 hon//PN|UTR|SIN|DEF|SUB//nsubj//61 inte//AB//advmod//61 orkar//VB|PRS|AKT//conj//49 med//PP//case//64 sitt//PS|NEU|SIN|DEF//nmod:poss//64 uppdrag//NN|NEU|SIN|IND|NOM//obl//61 .//MAD//punct//37
3.5 Tvekade inte;Hon//PN|UTR|SIN|DEF|SUB//nsubj//67 hänvisar//VB|PRS|AKT//parataxis//37 också//AB//advmod//67 till//PP//mark//72 att//SN//mark//72 hon//PN|UTR|SIN|DEF|SUB//nsubj//72 känner//VB|PRS|AKT//advcl//67 stor//JJ|POS|UTR|SIN|IND|NOM//amod//74 tveksamhet//NN|UTR|SIN|IND|NOM//obj//72 inför//PP//case//78 sitt//PS|NEU|SIN|DEF//nmod:poss//78 partis//NN|NEU|SIN|IND|GEN//amod//78 politik//NN|UTR|SIN|IND|NOM//obl//72 .//MAD//punct//67
3.5 Tvekade inte;De//DT|UTR/NEU|PLU|DEF//det//2 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 politikerna//NN|UTR|PLU|DEF|NOM//nsubj//6 i//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 studien//NN|UTR|SIN|DEF|NOM//nmod//2 känner//VB|PRS|AKT//ROOT//6 ingen//DT|UTR|SIN|IND//det//8 tveksamhet//NN|UTR|SIN|IND|NOM//obj//6 till//PP//mark//11 att//IE//mark//11 ställa//VB|INF|AKT//acl//8 upp//PL//compound:prt//11 vid//PP//case//16 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 års//NN|NEU|SIN|IND|GEN//nmod:poss//16 val//NN|NEU|SIN|IND|NOM//obl//11 .//MAD//punct//6
3.5 Tvekade inte;Sara//PM|NOM//nsubj//24 Bengtsson//PM|NOM//flat:name//18 (//PAD//punct//18 35//RG|NOM//nummod//22 år//NN|NEU|PLU|IND|NOM//appos//18 )//PAD//punct//18 säger//VB|PRS|AKT//parataxis//6 ://MAD//punct//24
3.5 Tvekade inte;Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 tänker//VB|PRS|AKT//ROOT//1 fortsätta//VB|INF|AKT//xcomp//1 och//KN//cc//4 förhoppningsvis//AB//conj//2 får//VB|PRS|AKT//advcl//1 jag//PN|UTR|SIN|DEF|SUB//nsubj//5 ett//DT|NEU|SIN|IND//det//9 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 uppdrag//NN|NEU|SIN|IND|NOM//obj//5 .//MAD//punct//1
3.5 Tvekade inte;Göte//PM|NOM//nsubj//6 Bengtsson//PM|NOM//flat:name//0 (//PAD//punct//1 51//RG|NOM//nummod//4 år//NN|NEU|PLU|IND|NOM//appos//1 )//PAD//punct//0 har//VB|PRS|AKT//ROOT//6 inget//PN|NEU|SIN|IND|SUB/OBJ//obj//6 emot//PP//mark//10 att//IE//mark//10 ta//VB|INF|AKT//advcl//6 på//PL//case//12 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//10 ett//DT|NEU|SIN|IND//det//14 uppdrag//NN|NEU|SIN|IND|NOM//obj//10 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 period//NN|UTR|SIN|IND|NOM//nmod//14 men//KN//cc//20 han//PN|UTR|SIN|DEF|SUB//nsubj//20 vill//VB|PRS|AKT//aux//20 skifta//VB|INF|AKT//conj//6 nämnd//NN|UTR|SIN|IND|NOM//obj//20 .//MAD//punct//6
3.5 Tvekade inte;Nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 period//NN|UTR|SIN|IND|NOM//obl//2 ställer//VB|PRS|AKT//ROOT//2 jag//PN|UTR|SIN|DEF|SUB//nsubj//2 inte//AB//advmod//2 upp//PL//compound:prt//2 som//KN//mark//7 suppleant//NN|UTR|SIN|IND|NOM//xcomp//2 i//PP//case//9 utbildnings-//NN|UTR|-|-|SMS//obl//7 och//KN//cc//11 kulturnämnden//NN|UTR|SIN|DEF|NOM//conj//9 .//MAD//punct//2
3.5 Tvekade inte;Utan//KN//cc//16 ska//VB|PRS|AKT//aux//16 jag//PN|UTR|SIN|DEF|SUB//nsubj//16 ta//VB|INF|AKT//advcl//21 något//DT|NEU|SIN|IND//det//18 uppdrag//NN|NEU|SIN|IND|NOM//obj//16 skall//VB|PRS|AKT//aux//21 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//21 vara//VB|INF|AKT//parataxis//2 i//PP//case//23 socialnämnden//NN|UTR|SIN|DEF|NOM//obl//21 .//MAD//punct//2
3.5 Tvekade inte;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//28 ska//VB|PRS|AKT//aux//28 vara//VB|INF|AKT//cop//28 något//PN|NEU|SIN|IND|SUB/OBJ//parataxis//2 som//HP|-|-|-//obl//33 du//PN|UTR|SIN|DEF|SUB//nsubj//33 själv//JJ|POS|UTR|SIN|IND|NOM//amod//30 är//VB|PRS|AKT//cop//33 intresserad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//28 av//PP//case//29 och//KN//cc//38 där//HA//advmod//38 du//PN|UTR|SIN|DEF|SUB//nsubj//38 tror//VB|PRS|AKT//conj//33 att//SN//mark//42 du//PN|UTR|SIN|DEF|SUB//nsubj//42 kan//VB|PRS|AKT//aux//42 tillföra//VB|INF|AKT//ccomp//38 något//PN|NEU|SIN|IND|SUB/OBJ//obj//42 .//MAD//punct//2
3.5 Tvekade inte;Bodil//PM|NOM//nsubj//6 Månsson//PM|NOM//flat:name//0 (//PAD//punct//0 40//RG|NOM//nummod//4 år//NN|NEU|PLU|IND|NOM//appos//0 )//PAD//punct//0 har//VB|PRS|AKT//ROOT//6 inte//AB//advmod//6 heller//AB//advmod//6 något//PN|NEU|SIN|IND|SUB/OBJ//obj//6 emot//PP//compound:prt//6 att//IE//mark//12 fortsätta//VB|INF|AKT//advcl//6 ett//DT|NEU|SIN|IND//det//14 tag//NN|NEU|SIN|IND|NOM//obj//12 till//AB//compound:prt//12 .//MAD//punct//6
3.5 Tvekade inte;När//HA//mark//2 barnen//NN|NEU|PLU|DEF|NOM//nsubj//2 växer//VB|PRS|AKT//advcl//4 upp//PL//compound:prt//2 blir//VB|PRS|AKT//ROOT//4 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//4 mer//AB|KOM//amod//7 utrymme//NN|NEU|SIN|IND|NOM//xcomp//4 .//MAD//punct//4
3.5 Tvekade inte;Assar//PM|NOM//nsubj//8 Sandström//PM|NOM//flat:name//0 (//PAD//punct//0 66//RG|NOM//nummod//4 år//NN|NEU|PLU|IND|NOM//appos//0 )//PAD//punct//0 kan//VB|PRS|AKT//aux//8 också//AB//advmod//8 tänka//VB|INF|AKT//ROOT//8 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//8 att//IE//mark//11 sitta//VB|INF|AKT//xcomp//8 kvar//PL//compound:prt//11 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 mandatperiod//NN|UTR|SIN|IND|NOM//obl//11 .//MAD//punct//8
3.5 Tvekade inte;Ja//IN//discourse//5 ,//MID//punct//0 så//AB//mark//5 länge//AB|POS//fixed//2 jag//PN|UTR|SIN|DEF|SUB//nsubj//5 känner//VB|PRS|AKT//ROOT//5 för//PL//case//7 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//5 .//MAD//punct//5
3.5 Tvekade inte;Jag//PN|UTR|SIN|DEF|SUB//nsubj//10 har//VB|PRS|AKT//parataxis//5 inga//DT|UTR/NEU|PLU|IND//det//12 planer//NN|UTR|PLU|IND|NOM//obj//10 på//PP//mark//15 att//IE//mark//15 stiga//VB|INF|AKT//acl//12 åt//PP//case//17 sidan//NN|UTR|SIN|DEF|NOM//obl//15 .//MAD//punct//10
