7 Särskilt beträffande kulturinstitutioner ;Kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//8 ://MID//punct//1
11.3.3 Strandskydd;1974:166//RG|NOM//nummod//107 s.//NN|AN//nmod//108 97//RG|NOM//obl//32 )//PAD//punct//32 .//MAD//punct//32
11.3.3 Strandskydd;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//114 och//KN//cc//113 riksdagen//NN|UTR|SIN|DEF|NOM//conj//111 har//VB|PRS|AKT//conj//32 därefter//AB//advmod//114 i//PP//case//117 lagstiftningsärenden//NN|NEU|PLU|IND|NOM//obl//114 som//HP|-|-|-//nsubj//119 berört//VB|SUP|AKT//acl:relcl//117 strandskyddet//NN|NEU|SIN|DEF|NOM//obj//119 tydligt//AB|POS//advmod//122 stått//VB|SUP|AKT//xcomp//119 fast//PL//compound:prt//122 vid//PP//case//127 samma//DT|UTR/NEU|SIN/PLU|IND//det//127 restriktiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//127 inställning//NN|UTR|SIN|IND|NOM//obl//122 till//PP//case//131 undantag//NN|NEU|SIN|IND|NOM//fixed//128 från//PP//fixed//128 strandskyddet//NN|NEU|SIN|DEF|NOM//nmod//127 (//PAD//punct//122 t.ex.//AB|AN//advmod//134 prop//NN|UTR|SIN|IND|NOM//appos//122 .//MID//punct//114
11.3.3 Strandskydd;1985/86:1//RG|NOM//obl//32 ,//MID//punct//136 bet//VB|PRT|AKT//conj//136 .//MAD//punct//136
11.3.3 Strandskydd;BoU//PM|NOM//parataxis//32 1985/86:1//RG|NOM//nummod//140 )//PAD//punct//140 Även//AB//advmod//145 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//145 praxis//NN|UTR|SIN|IND|NOM//nsubj//149 i//PP//case//148 överklagade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//148 dispensärenden//NN|NEU|PLU|IND|NOM//nmod//145 har//VB|PRS|AKT//conj//32 ,//MID//punct//149 som//HA//mark//153 tidigare//AB|KOM//advmod//153 nämnts//VB|SUP|SFO//advcl//149 ,//MID//punct//149 strikt//AB|POS//advmod//156 tagit//VB|SUP|AKT//conj//149 fasta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//156 på//PP//case//159 de//DT|UTR/NEU|PLU|DEF//obl//156 av//PP//case//161 riksdagen//NN|UTR|SIN|DEF|NOM//obl//162 godkända//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//163 grunderna//NN|UTR|PLU|DEF|NOM//obj//156 och//KN//cc//165 riktlinjerna//NN|UTR|PLU|DEF|NOM//conj//163 för//PP//case//167 strandskyddet//NN|NEU|SIN|DEF|NOM//nmod//165 .//MAD//punct//32
11.3.3 Strandskydd;Genom//PP//case//170 tillkomsten//NN|UTR|SIN|DEF|NOM//obl//177 av//PP//case//172 naturresurslagen//NN|UTR|SIN|DEF|NOM//nmod//170 år//NN|NEU|SIN|IND|NOM//nmod//174 1987//RG|NOM//nummod//170 har//VB|PRS|AKT//aux//177 statsmakterna//NN|UTR|PLU|DEF|NOM//nsubj//177 lagt//VB|SUP|AKT//parataxis//32 ännu//AB//advmod//179 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//180 vikt//NN|UTR|SIN|IND|NOM//obj//177 vid//PP//case//185 friluftslivets//NN|NEU|SIN|DEF|GEN//nmod:poss//185 och//KN//cc//184 naturvårdens//NN|UTR|SIN|DEF|GEN//conj//182 intressen//NN|NEU|PLU|IND|NOM//obl//177 och//KN//cc//188 därmed//AB//advmod//188 har//VB|PRS|AKT//aux//200 också//AB//advmod//188 det//DT|NEU|SIN|DEF//det//192 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//192 intresset//NN|NEU|SIN|DEF|NOM//obj//188 att//IE//mark//194 hålla//VB|INF|AKT//acl//192 stränderna//NN|UTR|PLU|DEF|NOM//obj//194 fria//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//194 från//PP//case//198 bebyggelse//NN|UTR|SIN|IND|NOM//obl//194 m.m.//AB|AN//obj//194 tillförts//VB|SUP|SFO//ROOT//200 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//202 tyngd//NN|UTR|SIN|IND|NOM//nsubj:pass//200 vid//PP//case//204 prövningen//NN|UTR|SIN|DEF|NOM//obl//200 av//PP//case//206 strandskyddsdispens//NN|UTR|SIN|IND|NOM//nmod//204 .//MAD//punct//200
11.3.3 Strandskydd;Miljöbalksutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj//6 till//PP//case//3 strandskyddsregler//NN|UTR|PLU|IND|NOM//nmod//1 i//PP//case//5 miljöbalken//NN|UTR|SIN|DEF|NOM//nmod//3 motsvarar//VB|PRS|AKT//ROOT//6 i//PP//case//11 allt//DT|NEU|SIN|IND/DEF//advmod//9 väsentligt//AB|POS//amod//10 naturvårdslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 regler//NN|UTR|PLU|IND|NOM//obl//6 .//MAD//punct//6
11.3.3 Strandskydd;En//DT|UTR|SIN|IND//det//1 fråga//NN|UTR|SIN|IND|NOM//nsubj:pass//11 som//HP|-|-|-//nsubj:pass//4 har//VB|PRS|AKT//aux//4 uppmärksammats//VB|SUP|SFO//acl:relcl//1 är//VB|PRS|AKT//cop//1 om//SN//case//7 förutsättningarna//NN|UTR|PLU|DEF|NOM//nmod//1 för//PP//case//9 strandskyddsdispens//NN|UTR|SIN|DEF|GEN//nmod//7 borde//VB|PRT|AKT//aux//11 skärpas//VB|INF|SFO//ROOT//11 ytterligare//AB|KOM//advmod//11 .//MAD//punct//11
11.3.3 Strandskydd;Remissinstanser//NN|UTR|PLU|IND|NOM//nsubj//22 som//HP|-|-|-//nsubj//16 yttrade//VB|PRT|AKT//acl:relcl//14 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//16 över//PP//case//20 Miljöbalksutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 förslag//NN|NEU|SIN|IND|NOM//obl//16 har//VB|PRS|AKT//aux//22 oroat//VB|SUP|AKT//parataxis//11 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//22 över//PP//case//26 en//DT|UTR|SIN|IND//det//26 uppluckring//NN|UTR|SIN|IND|NOM//obl//22 av//PP//case//28 strandskyddet//NN|NEU|SIN|DEF|NOM//nmod//26 med//PP//case//30 anledning//NN|UTR|SIN|IND|NOM//nmod//28 av//PP//case//34 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//33 tids//NN|UTR|SIN|IND|GEN//nmod:poss//34 tillämpning//NN|UTR|SIN|IND|NOM//nmod//30 av//PP//case//36 dispensregeln//NN|UTR|SIN|DEF|NOM//nmod//34 .//MAD//punct//22
11.3.3 Strandskydd;En//DT|UTR|SIN|IND//det//39 skärpning//NN|UTR|SIN|IND|NOM//nsubj:pass//42 av//PP//case//41 lagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//39 diskuterades//VB|PRT|SFO//conj//22 därför//AB//advmod//42 i//PP//case//45 förslag//NN|NEU|SIN|IND|NOM//obl//42 till//PP//case//48 ny//JJ|POS|UTR|SIN|IND|NOM//amod//48 miljöbalk//NN|UTR|SIN|IND|NOM//nmod//45 (//PAD//punct//50 se//VB|IMP|AKT//parataxis//42 prop//NN|UTR|SIN|IND|NOM//obj//50 .//MAD//punct//42
11.3.3 Strandskydd;1997/98:45//RG|NOM//nummod//54 s.//NN|AN//nmod//55 317//RG|NOM//obl//42 )//PAD//punct//22 .//MAD//punct//11
11.3.3 Strandskydd;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//59 diskuterades//VB|PRT|SFO//conj//11 om//PP//case//61 kravet//NN|NEU|SIN|DEF|NOM//obl//59 på//PP//case//65 ”//MAD//punct//65 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//65 skäl//NN|NEU|PLU|IND|NOM//nmod//61 ”//NN|UTR|SIN|IND|NOM//punct//61 för//PP//case//68 dispens//NN|UTR|SIN|IND|NOM//nmod//61 skulle//VB|PRT|AKT//aux//70 skärpas//VB|INF|SFO//conj//59 till//PP//case//73 ett//DT|NEU|SIN|IND//det//73 krav//NN|NEU|SIN|IND|NOM//obl//70 på//PP//case//77 ”//PAD//punct//77 synnerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 skäl//NN|NEU|PLU|IND|NOM//nmod//73 ”//RG|NOM//punct//59 .//MAD//punct//11
11.3.3 Strandskydd;Gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 lagstiftning//NN|UTR|SIN|IND|NOM//nsubj//4 angående//PP//case//3 strandskyddsområden//NN|NEU|PLU|IND|NOM//nmod//1 finns//VB|PRS|SFO//ROOT//4 i//PP//case//11 7//RG|NOM//nummod//7 kap.//NN|AN//nmod//8 13–18//RG|NOM//nummod//9 §//NN|AN//nmod//11 §//NN|AN//nmod//11 miljöbalken//NN|UTR|SIN|DEF|NOM//obl//4 .//MAD//punct//4
11.3.3 Strandskydd;I//PP//case//5 7//RG|NOM//nummod//2 kap.//NN|AN//obl//3 13//RG|NOM//nummod//4 §//NN|AN//nmod//5 miljöbalken//NN|UTR|SIN|DEF|NOM//obl//8 föreskrivs//VB|PRS|SFO//mark//8 att//SN//mark//8 strandskydd//NN|NEU|SIN|IND|NOM//ROOT//8 råder//VB|PRS|AKT//xcomp//8 vid//PP//case//11 havet//NN|NEU|SIN|DEF|NOM//obl//9 och//KN//cc//14 vid//PP//case//14 insjöar//NN|UTR|PLU|IND|NOM//conj//11 och//KN//cc//16 vattendrag//NN|NEU|PLU|IND|NOM//conj//14 .//MAD//punct//8
11.3.3 Strandskydd;Syftet//NN|NEU|SIN|DEF|NOM//parataxis//8 med//PP//case//20 strandskyddet//NN|NEU|SIN|DEF|NOM//nmod//18 är//VB|PRS|AKT//cop//18 att//IE//mark//23 trygga//VB|INF|AKT//csubj//18 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//23 för//PP//case//27 allmänhetens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 friluftsliv//NN|NEU|SIN|IND|NOM//obl//23 .//MAD//punct//8
11.3.3 Strandskydd;I//PP//case//34 7//RG|NOM//nummod//31 kap.//NN|AN//obl//32 14//RG|NOM//nummod//33 §//NN|AN//nmod//34 miljöbalken//NN|UTR|SIN|DEF|NOM//obl//8 anges//VB|PRS|SFO//parataxis//8 att//SN//mark//38 strandskyddet//NN|NEU|SIN|DEF|NOM//nsubj//38 omfattar//VB|PRS|AKT//ccomp//8 land-//NN|UTR|-|-|SMS//obj//38 och//KN//cc//41 vattenområdet//NN|NEU|SIN|DEF|NOM//conj//39 intill//PP//case//44 100//RG|NOM//nummod//44 meter//NN|UTR|PLU|IND|NOM//obl//38 från//PP//case//46 strandlinjen//NN|UTR|SIN|DEF|NOM//nmod//44 vid//PP//case//49 normalt//JJ|POS|NEU|SIN|IND|NOM//amod//49 medelvattenstånd//NN|NEU|SIN|IND|NOM//obl//38 (//PAD//punct//49 strandskyddsområde//NN|NEU|SIN|IND|NOM//appos//49 )//PAD//punct//49 .//MAD//punct//8
11.3.3 Strandskydd;Området//NN|NEU|SIN|DEF|NOM//nsubj//55 får//VB|PRS|AKT//parataxis//8 av//PP//case//57 regeringen//NN|UTR|SIN|DEF|NOM//obl//55 eller//KN//cc//59 myndighet//NN|UTR|SIN|IND|NOM//conj//57 som//HP|-|-|-//obj//62 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//62 bestämmer//VB|PRS|AKT//acl:relcl//59 utvidgas//VB|INF|SFO//xcomp//62 till//PP//case//67 högst//AB|SUV//advmod//66 300//RG|NOM//nummod//67 meter//NN|UTR|PLU|IND|NOM//obl//63 från//PP//case//69 strandlinjen//NN|UTR|SIN|DEF|NOM//nmod//67 ,//MID//punct//55 om//SN//mark//73 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//73 behövs//VB|PRS|SFO//advcl//55 för//PP//mark//76 att//IE//mark//76 tillgodose//VB|INF|AKT//advcl//73 något//PN|NEU|SIN|IND|SUB/OBJ//obj//76 av//PP//case//80 strandskyddets//NN|NEU|SIN|DEF|GEN//nmod:poss//80 syften//NN|NEU|PLU|IND|NOM//nmod//77 .//MAD//punct//8
11.3.3 Strandskydd;Enligt//PP//case//5 7//RG|NOM//nummod//2 kap.//NN|AN//nmod//3 16//RG|NOM//nummod//4 §//NN|AN//nmod//5 miljöbalken//NN|UTR|SIN|DEF|NOM//obl//6 gäller//VB|PRS|AKT//ROOT//6 bl.a.//AB|AN//advmod//6 att//SN//mark//10 förbud//NN|NEU|PLU|IND|NOM//nsubj//10 råder//VB|PRS|AKT//ccomp//6 inom//PP//case//12 strandskyddsområde//NN|NEU|SIN|IND|NOM//obl//10 för//PP//mark//15 att//IE//mark//15 uppföra//VB|INF|AKT//advcl//10 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 byggnader//NN|UTR|PLU|IND|NOM//obj//15 .//MAD//punct//6
11.3.3 Strandskydd;Enligt//PP//case//24 7//RG|NOM//nummod//21 kap.//NN|AN//obl//22 18//RG|NOM//nummod//23 §//NN|AN//nmod//24 miljöbalken//NN|UTR|SIN|DEF|NOM//obl//27 får//VB|PRS|AKT//aux//27 länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//27 meddela//VB|INF|AKT//parataxis//6 dispens//NN|UTR|SIN|IND|NOM//obj//27 från//PP//case//30 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//27 om//PP//case//32 förbud//NN|NEU|SIN|IND|NOM//nmod//30 att//IE//mark//34 uppföra//VB|INF|AKT//advcl//27 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 byggnader//NN|UTR|PLU|IND|NOM//obj//34 inom//PP//case//38 strandskyddsområde//NN|NEU|SIN|IND|NOM//obl//34 .//MAD//punct//27
11.3.3 Strandskydd;Förutsättning//NN|UTR|SIN|IND|NOM//obj//27 för//PP//mark//43 att//SN//mark//43 dispens//NN|UTR|SIN|IND|NOM//nmod//40 skall//VB|PRS|AKT//aux//45 meddelas//VB|INF|SFO//conj//27 är//VB|PRS|AKT//advmod//6 att//SN//mark//49 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//49 föreligger//VB|PRS|AKT//ccomp//6 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//51 skäl//NN|NEU|PLU|IND|NOM//nsubj//49 .//MAD//punct//6
11.3.3 Strandskydd;Någon//DT|UTR|SIN|IND//det//54 skärpning//NN|UTR|SIN|IND|NOM//nsubj:pass//67 till//PP//case//56 krav//NN|NEU|SIN|IND|NOM//nmod//54 på//PP//case//59 synnerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 skäl//NN|NEU|PLU|IND|NOM//nmod//54 för//PP//mark//62 att//IE//mark//62 meddela//VB|INF|AKT//acl//59 dispens//NN|UTR|SIN|IND|NOM//obj//62 har//VB|PRS|AKT//aux//67 således//AB//advmod//67 inte//AB//advmod//67 införts//VB|SUP|SFO//parataxis//6 .//MAD//punct//6

11.4 Motionen till riksdagen;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//3 enligt//PP//case//2 direktiven//NN|NEU|PLU|DEF|NOM//nmod//0 har//VB|PRS|AKT//ROOT//3 sin//PS|UTR|SIN|DEF//nmod:poss//5 grund//NN|UTR|SIN|IND|NOM//obj//3 i//PP//case//8 en//DT|UTR|SIN|IND//det//8 motion//NN|UTR|SIN|IND|NOM//obl//3 till//PP//case//10 riksdagen//NN|UTR|SIN|DEF|NOM//nmod//8 (//PAD//punct//3 2001/02//RG|NOM//appos//3 ://MID//punct//12
11.4 Motionen till riksdagen;Fö259//NN|UTR|SIN|IND|NOM//appos//12 )//PAD//punct//14 .//MAD//punct//12
11.4 Motionen till riksdagen;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//21 i//PP//case//19 motionen//NN|UTR|SIN|DEF|NOM//nmod//17 är//VB|PRS|AKT//cop//21 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//3 ://MID//punct//21
11.4 Motionen till riksdagen;Statlig//JJ|POS|UTR|SIN|IND|NOM//amod//24 mark//NN|UTR|SIN|IND|NOM//nsubj:pass//34 som//KN//case//28 en//DT|UTR|SIN|IND//det//28 förvaltande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 myndighet//NN|UTR|SIN|IND|NOM//nsubj:pass//34 inte//AB//advmod//30 längre//AB|KOM//advmod//34 behöver//VB|PRS|AKT//aux//34 skall//VB|PRS|AKT//aux//34 förvaltningsmässigt//AB|POS//advmod//34 föras//VB|INF|SFO//parataxis//21 över//PL//compound:prt//34 till//PP//case//37 stiftelser//NN|UTR|PLU|IND|NOM//obl//34 som//HP|-|-|-//mark//39 Skärgårdsstiftelsen//NN|UTR|SIN|DEF|NOM//acl//37 alternativt//AB|POS//amod//41 kommuner//NN|UTR|PLU|IND|NOM//nmod//39 och//KN//cc//43 landsting//NN|NEU|SIN|IND|NOM//conj//41 .//MAD//punct//47
11.4 Motionen till riksdagen;Förvaltningsuppdraget//NN|NEU|SIN|DEF|NOM//nsubj//47 bör//VB|PRS|AKT//aux//47 innebära//VB|INF|AKT//parataxis//3 ett//DT|NEU|SIN|IND//det//49 helhetsansvar//NN|NEU|SIN|IND|NOM//nmod//51 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 ledning//NN|UTR|SIN|IND|NOM//obj//47 ,//MID//punct//53 skötsel//NN|UTR|SIN|IND|NOM//conj//51 ,//MID//punct//55 vård//NN|UTR|SIN|IND|NOM//conj//51 ,//MID//punct//57 reparationer//NN|UTR|PLU|IND|NOM//conj//51 samt//KN//cc//59 uthyrningsverksamhet//NN|UTR|SIN|IND|NOM//conj//51 .//MAD//punct//47
11.4 Motionen till riksdagen;Behöver//VB|PRS|AKT//aux//63 försvaret//NN|NEU|SIN|DEF|NOM//nsubj//63 nyttja//VB|INF|AKT//conj//3 anläggningarna//NN|UTR|PLU|DEF|NOM//obj//63 viss//JJ|POS|UTR|SIN|IND|NOM//amod//66 tid//NN|UTR|SIN|IND|NOM//obj//63 eller//KN//cc//68 delar//NN|UTR|PLU|IND|NOM//conj//66 av//PP//case//70 året//NN|NEU|SIN|DEF|NOM//nmod//68 regleras//VB|PRS|SFO//xcomp//3 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//71 i//PP//case//75 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//75 hyresavtal//NN|NEU|PLU|IND|NOM//obl//71 .//MAD//punct//3
11.4 Motionen till riksdagen;Under//PP//case//79 övrig//JJ|POS|UTR|SIN|IND|NOM//amod//79 tid//NN|UTR|SIN|IND|NOM//obl//84 kan//VB|PRS|AKT//aux//84 marken//NN|UTR|SIN|DEF|NOM//nsubj:pass//84 och//KN//cc//83 anläggningar//NN|UTR|PLU|IND|NOM//conj//81 användas//VB|INF|SFO//parataxis//3 för//PP//case//86 rekreation//NN|UTR|SIN|IND|NOM//obl//84 ,//MID//punct//88 naturvård//NN|UTR|SIN|IND|NOM//conj//86 ,//MID//punct//90 vandrarhem//NN|NEU|SIN|IND|NOM//conj//86 ,//MID//punct//92 lägerverksamhet//NN|UTR|SIN|IND|NOM//conj//86 m.m.//AB|AN//conj//86 Flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//100 av//PP//case//97 dessa//DT|UTR/NEU|PLU|DEF//det//97 marker//NN|UTR|PLU|IND|NOM//nmod//94 kan//VB|PRS|AKT//aux//100 även//AB//advmod//100 användas//VB|INF|SFO//conj//3 för//PP//case//102 byggande//NN|NEU|SIN|IND|NOM//obl//100 av//PP//case//104 åretruntbostäder//NN|UTR|PLU|IND|NOM//nmod//102 för//PP//case//106 uthyrning//NN|UTR|SIN|IND|NOM//nmod//102 till//PP//case//108 skärgårdsbor//NN|UTR|PLU|IND|NOM//nmod//106 .//MAD//punct//3
11.4 Motionen till riksdagen;För//PP//case//112 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//112 del//NN|UTR|SIN|IND|NOM//obl//113 innebär//VB|PRS|AKT//conj//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//113 att//SN//mark//119 man//PN|UTR|SIN|IND|SUB//nsubj//119 även//AB//advmod//118 fortsättningsvis//AB//advmod//119 har//VB|PRS|AKT//ccomp//113 tillgång//NN|UTR|SIN|IND|NOM//obj//119 till//PP//case//122 områdena//NN|NEU|PLU|DEF|NOM//obl//119 ///MID//cc//124 anläggningarna//NN|UTR|PLU|DEF|NOM//conj//122 men//KN//cc//129 till//PP//case//129 en//DT|UTR|SIN|IND//det//129 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//129 kostnad//NN|UTR|SIN|IND|NOM//conj//122 .//MAD//punct//113
11.4 Motionen till riksdagen;Till//PP//case//1 motionen//NN|UTR|SIN|DEF|NOM//obl//2 lämnades//VB|PRT|SFO//ROOT//2 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 motivering//NN|UTR|SIN|IND|NOM//nsubj:pass//2 ://MID//punct//4
11.4 Motionen till riksdagen;Den//DT|UTR|SIN|DEF//det//9 statligt//AB|POS//advmod//8 ägda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//9 mark//NN|UTR|SIN|IND|NOM//appos//4 som//KN//mark//12 förvaltande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 myndighet//NN|UTR|SIN|IND|NOM//nmod//9 ///MID//cc//14 verk//NN|NEU|SIN|IND|NOM//conj//12 inte//AB//advmod//16 längre//AB|KOM//advmod//17 behöver//VB|PRS|AKT//aux//22 skall//VB|PRS|AKT//aux//22 enligt//PP//case//21 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 direktiv//NN|NEU|PLU|IND|NOM//obl//22 säljas//VB|INF|SFO//conj//2 till//PP//case//24 marknadsvärde//NN|NEU|SIN|IND|NOM//obl//22 .//MAD//punct//2
11.4 Motionen till riksdagen;Vid//PP//case//28 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 verksamhetsförändringar//NN|UTR|PLU|IND|NOM//obl//38 –//RG|NOM//punct//28 som//HP|-|-|-//nsubj//34 nu//AB//advmod//32 t.ex.//AB|AN//advmod//34 inom//PP//case//34 försvaret//NN|NEU|SIN|DEF|NOM//acl:relcl//28 –//RG|NOM//punct//28 kan//VB|PRS|AKT//aux//38 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//38 innebära//VB|INF|AKT//parataxis//2 att//SN//mark//58 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 markområden//NN|NEU|PLU|IND|NOM//nsubj//58 och//KN//cc//43 anläggningar//NN|UTR|PLU|IND|NOM//conj//41 ,//MID//punct//41 som//HP|-|-|-//nsubj:pass//48 skulle//VB|PRT|AKT//aux//48 kunna//VB|INF|AKT//aux//48 nyttjas//VB|INF|SFO//acl:relcl//41 till//PP//advmod//48 gagn//NN|NEU|SIN|IND|NOM//fixed//49 för//PP//case//53 rörligt//JJ|POS|NEU|SIN|IND|NOM//amod//53 friluftsliv//NN|NEU|SIN|IND|NOM//obl//48 och//KN//cc//55 utveckling//NN|UTR|SIN|IND|NOM//conj//53 av//PP//case//57 turistnäring//NN|UTR|SIN|IND|NOM//nmod//55 riskerar//VB|PRS|AKT//ccomp//38 att//SN//mark//63 också//AB//advmod//63 fortsättningsvis//AB//advmod//63 vara//VB|INF|AKT//cop//63 stängda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//58 för//PP//case//67 en//DT|UTR|SIN|IND//det//67 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 allmänhet//NN|UTR|SIN|IND|NOM//obl//63 .//MAD//punct//2
11.4 Motionen till riksdagen;Man//PN|UTR|SIN|IND|SUB//nsubj//72 skulle//VB|PRT|AKT//aux//72 kunna//VB|INF|AKT//aux//72 tänka//VB|INF|AKT//parataxis//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//72 att//SN//mark//91 den//DT|UTR|SIN|DEF//det//76 mark//NN|UTR|SIN|IND|NOM//nsubj:pass//91 som//HP|-|-|-//obj//82 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj:pass//82 inte//AB//advmod//82 längre//AB|KOM//advmod//82 behöver//VB|PRS|AKT//aux//82 prövas//VB|INF|SFO//acl:relcl//76 för//PP//case//86 annan//JJ|POS|UTR|SIN|IND|NOM//amod//86 allmännyttig//JJ|POS|UTR|SIN|IND|NOM//amod//86 verksamhet//NN|UTR|SIN|IND|NOM//obl//82 innan//SN//case//88 beslut//NN|NEU|SIN|IND|NOM//obl//82 om//PP//case//90 försäljning//NN|UTR|SIN|IND|NOM//nmod//88 tas//VB|INF|SFO//ccomp//72 .//MAD//punct//72
11.4 Motionen till riksdagen;I//PP//case//2 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 landet//NN|NEU|SIN|DEF|NOM//obl//3 finns//VB|PRS|SFO//ROOT//3 i//PP//advmod//3 dag//NN|UTR|SIN|IND|NOM//fixed//4 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 försvarsanläggningar//NN|UTR|PLU|IND|NOM//nsubj//3 som//HP|-|-|-//nsubj:pass//11 inte//AB//advmod//10 längre//AB|KOM//advmod//11 behövs//VB|PRS|SFO//acl:relcl//7 för//PP//case//13 försvaret//NN|NEU|SIN|DEF|NOM//obl//11 av//PP//case//15 landet//NN|NEU|SIN|DEF|NOM//nmod//13 ,//MID//punct//3 både//KN//cc//19 i//PP//case//19 skärgårdsområdena//NN|NEU|PLU|DEF|NOM//obl//3 i//PP//case//21 Stockholm//PM|NOM//nmod//19 och//KN//cc//23 Bohuslän//PM|NOM//conj//21 liksom//PP//advmod//26 efter//PP//case//26 kuststräckor//NN|UTR|PLU|IND|NOM//nmod//19 längs//PP//case//28 öst-//NN|UTR|-|-|SMS//nmod//26 och//KN//cc//30 sydkusten//NN|UTR|SIN|DEF|NOM//conj//28 samt//KN//cc//33 i//PP//case//33 inlandet//NN|NEU|SIN|DEF|NOM//conj//28 .//MAD//punct//3
11.4 Motionen till riksdagen;Vid//PP//case//36 beslut//NN|NEU|SIN|IND|NOM//obl//44 om//PP//mark//42 att//SN//mark//42 försvaret//NN|NEU|SIN|DEF|NOM//nsubj//42 inte//AB//advmod//42 längre//AB|KOM//advmod//42 behöver//VB|PRS|AKT//acl//36 anläggningarna//NN|UTR|PLU|DEF|NOM//obj//42 lämnas//VB|INF|SFO//parataxis//3 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//44 till//PP//case//47 Fortifikationsverket//NN|NEU|SIN|DEF|NOM//obl//44 för//PP//case//49 försäljning//NN|UTR|SIN|IND|NOM//obl//44 till//PP//case//51 marknadsvärde//NN|NEU|SIN|IND|NOM//nmod//49 .//MAD//punct//3
